player,nationality,position,squad,comp_level,age,birth_year,minutes_90s,header_touches_touches,header_touches_touches_def_pen_area,header_touches_touches_def_3rd,header_touches_touches_mid_3rd,header_touches_touches_att_3rd,header_touches_touches_att_pen_area,header_touches_touches_live_ball,header_dribbles_dribbles_completed,header_dribbles_dribbles,header_dribbles_dribbles_completed_pct,header_dribbles_players_dribbled_past,header_dribbles_nutmegs,header_carries_carries,header_carries_carry_distance,header_carries_carry_progressive_distance,header_receiving_pass_targets,header_receiving_passes_received,header_receiving_passes_received_pct,miscontrols,dispossessed,matches
Raúl de Tomás,es ESP,FW,Espanyol,es La Liga,24,1994,11.9,434,3,37,268,163,48,409,31,48,64.6,33,3,317,1887,791,602,329,54.7,35,30,Matches
Takehiro Tomiyasu,jp JPN,DF,Bologna,it Serie A,20,1998,28.1,1985,141,677,1001,448,29,1715,30,47,63.8,30,2,1177,8007,4791,1232,1165,94.6,23,18,Matches
James Tomkins,eng ENG,DF,Crystal Palace,eng Premier League,30,1989,17.6,857,156,563,294,34,21,829,1,1,100.0,1,0,399,1793,891,456,442,96.9,1,3,Matches
Fikayo Tomori,eng ENG,DF,Chelsea,eng Premier League,21,1997,14.3,1277,148,699,605,50,8,1261,7,11,63.6,9,0,936,4464,2162,959,944,98.4,4,5,Matches
Nenad Tomović,rs SRB,DF,SPAL,it Serie A,31,1987,17.5,1022,147,525,458,123,14,944,4,7,57.1,5,0,614,4199,2306,644,630,97.8,2,4,Matches
Sandro Tonali,it ITA,MF,Brescia,it Serie A,19,2000,31.5,1759,98,455,985,435,16,1439,38,49,77.6,41,2,992,6461,3838,1000,931,93.1,33,37,Matches
Lorenzo Tonelli,it ITA,DF,Sampdoria,it Serie A,29,1990,7.6,427,71,219,223,22,4,413,6,6,100.0,6,0,274,1559,1075,280,278,99.3,4,2,Matches
Toño,es ESP,DF,Levante,es La Liga,29,1989,17.7,1104,68,430,497,270,20,934,27,40,67.5,28,3,698,4478,2991,736,651,88.5,15,16,Matches
Ömer Toprak,tr TUR,DF,Werder Bremen,de Bundesliga,30,1989,7.9,567,75,259,308,34,5,546,5,5,100.0,5,0,394,2268,1000,386,373,96.6,4,7,Matches
Ernesto Torregrossa,it ITA,FW,Brescia,it Serie A,27,1992,18.5,750,25,66,351,387,93,738,33,63,52.4,39,4,553,3525,1872,968,605,62.5,64,48,Matches
Lucas Torreira,uy URU,MF,Arsenal,eng Premier League,23,1996,16.8,1091,58,306,663,187,31,1061,13,16,81.3,13,1,727,3409,1553,767,709,92.4,11,16,Matches
Ferrán Torres,es ESP,"MF,FW",Valencia,es La Liga,19,2000,25.0,1030,21,165,477,503,71,1004,56,94,59.6,62,3,817,5839,3543,1027,779,75.9,50,45,Matches
Óliver Torres,es ESP,"MF,FW",Sevilla,es La Liga,24,1994,17.7,1172,11,172,701,369,40,1145,22,31,71.0,22,1,898,4598,2346,1037,899,86.7,25,36,Matches
Pau Torres,es ESP,DF,Villarreal,es La Liga,22,1997,33.0,2313,391,1447,961,38,17,2254,10,13,76.9,11,1,1553,9637,5660,1633,1610,98.6,4,9,Matches
Roberto Torres,es ESP,"MF,FW",Osasuna,es La Liga,30,1989,30.2,1472,47,211,707,629,77,1328,30,54,55.6,33,3,902,3973,2181,1203,924,76.8,42,29,Matches
Lucas Torró,es ESP,"MF,FW",Eint Frankfurt,de Bundesliga,25,1994,3.7,227,8,60,140,36,6,221,2,4,50.0,3,0,108,540,272,119,110,92.4,4,0,Matches
Jordan Torunarigha,de GER,DF,Hertha BSC,de Bundesliga,21,1997,16.2,1016,149,618,436,46,12,985,10,16,62.5,10,0,635,3898,2324,672,652,97.0,8,8,Matches
Cenk Tosun,tr TUR,FW,Crystal Palace,eng Premier League,28,1991,2.0,69,1,10,34,28,10,69,7,8,87.5,7,0,56,343,178,124,54,43.5,5,4,Matches
Cenk Tosun,tr TUR,FW,Everton,eng Premier League,28,1991,3.2,96,1,6,29,65,25,95,1,5,20.0,1,0,53,268,81,133,73,54.9,3,2,Matches
Abdoulaye Touré,fr FRA,MF,Nantes,fr Ligue 1,25,1994,24.7,1624,42,327,1086,301,24,1610,38,49,77.6,40,1,1134,5386,2558,1248,1173,94.0,26,39,Matches
Almamy Touré,ml MLI,DF,Eint Frankfurt,de Bundesliga,23,1996,16.6,895,71,273,431,235,22,810,20,25,80.0,20,0,502,2656,1584,545,480,88.1,12,18,Matches
Lucas Tousart,fr FRA,MF,Lyon,fr Ligue 1,22,1997,19.6,1170,45,308,763,176,26,1156,17,28,60.7,19,0,790,4737,2276,823,756,91.9,10,13,Matches
Andros Townsend,eng ENG,MF,Crystal Palace,eng Premier League,28,1991,14.4,647,15,117,314,302,29,618,36,51,70.6,38,1,515,4602,2293,547,419,76.6,28,36,Matches
Aleksandar Trajkovski,mk MKD,"MF,DF",Mallorca,es La Liga,26,1992,3.7,218,5,27,90,122,19,197,6,11,54.5,7,1,155,1113,644,173,144,83.2,12,9,Matches
Adama Traoré,ml MLI,"FW,MF",Metz,fr Ligue 1,24,1995,11.2,608,9,63,349,245,10,540,30,38,78.9,30,2,473,2836,1323,525,415,79.0,18,19,Matches
Adama Traoré,ml MLI,MF,Monaco,fr Ligue 1,24,1995,0.3,15,0,6,8,2,0,14,0,0,,0,0,9,39,29,13,9,69.2,0,0,Matches
Adama Traoré,es ESP,"FW,MF",Wolves,eng Premier League,23,1996,28.9,1400,28,151,666,767,118,1346,156,211,73.9,161,3,1252,13212,8670,1394,1045,75.0,82,90,Matches
Amad Traoré,ci CIV,FW,Atalanta,it Serie A,17,2002,0.3,23,0,0,9,17,3,22,2,2,100.0,2,0,23,129,82,25,20,80.0,1,1,Matches
Bertrand Traoré,bf BFA,"FW,MF",Lyon,fr Ligue 1,23,1995,13.9,816,15,100,363,401,61,753,35,65,53.8,39,2,571,3457,1976,709,569,80.3,47,32,Matches
Charles Traore,ml MLI,DF,Nantes,fr Ligue 1,27,1992,19.3,1321,67,444,690,254,7,1098,16,24,66.7,17,0,709,3318,1968,722,691,95.7,17,5,Matches
Hamari Traoré,ml MLI,DF,Rennes,fr Ligue 1,27,1992,26.8,1834,73,576,954,421,37,1538,25,43,58.1,26,0,1106,6142,3951,1164,1049,90.1,30,14,Matches
Ibrahima Traoré,gn GUI,FW,M'gladbach,de Bundesliga,31,1988,1.7,92,2,11,44,44,4,89,5,11,45.5,6,1,65,411,250,91,69,75.8,6,1,Matches
Ismaël Traoré,ci CIV,DF,Angers,fr Ligue 1,32,1986,22.8,1251,137,710,560,56,18,1217,8,8,100.0,8,0,813,3820,1848,821,803,97.8,5,9,Matches
Kevin Trapp,de GER,GK,Eint Frankfurt,de Bundesliga,29,1990,22.0,990,777,985,6,1,1,776,0,0,,0,0,571,2694,1530,515,514,99.8,0,0,Matches
Miguel Trauco,pe PER,DF,Saint-Étienne,fr Ligue 1,26,1992,16.4,1005,38,311,509,229,12,831,24,37,64.9,26,1,622,2802,1478,627,553,88.2,17,21,Matches
Mark Travers,ie IRL,GK,Bournemouth,eng Premier League,20,1999,1.0,33,33,33,0,0,0,24,0,0,,0,0,14,62,30,17,17,100.0,0,0,Matches
Luca Tremolada,it ITA,MF,Brescia,it Serie A,27,1991,0.2,7,0,1,1,6,1,6,0,0,,0,0,4,32,0,4,3,75.0,0,0,Matches
Trézéguet,eg EGY,"FW,MF",Aston Villa,eng Premier League,24,1994,21.7,775,25,138,293,418,84,752,40,75,53.3,45,7,537,4414,2743,855,518,60.6,64,29,Matches
Manu Trigueros,es ESP,MF,Villarreal,es La Liga,27,1991,17.2,1098,42,214,681,262,24,1050,13,19,68.4,14,0,753,3300,1550,924,815,88.2,15,16,Matches
Christopher Trimmel,at AUT,DF,Union Berlin,de Bundesliga,32,1987,31.8,1891,121,596,821,571,19,1347,22,33,66.7,27,0,781,5058,2718,815,740,90.8,19,17,Matches
Alessandro Tripaldelli,it ITA,DF,Sassuolo,it Serie A,20,1999,1.5,88,7,28,48,19,0,79,2,3,66.7,2,0,63,369,222,64,61,95.3,3,0,Matches
Kieran Trippier,eng ENG,DF,Atlético Madrid,es La Liga,28,1990,22.0,1492,61,352,674,522,22,1169,14,21,66.7,14,1,830,3734,1950,890,806,90.6,15,8,Matches
William Troost-Ekong,ng NGA,DF,Udinese,it Serie A,25,1993,26.6,1249,275,829,500,23,9,1216,4,4,100.0,4,0,697,5373,3008,758,749,98.8,2,3,Matches
Leandro Trossard,be BEL,"FW,MF",Brighton,eng Premier League,24,1994,22.3,1039,21,131,419,573,117,1000,34,60,56.7,36,1,818,5551,2809,1030,768,74.6,41,47,Matches
Tom Trybull,de GER,MF,Norwich City,eng Premier League,26,1993,12.6,756,59,253,459,86,13,742,7,9,77.8,7,0,497,2281,851,513,475,92.6,11,10,Matches
Axel Tuanzebe,eng ENG,DF,Manchester Utd,eng Premier League,21,1997,2.1,166,8,59,95,26,0,154,0,3,0.0,0,0,111,774,408,113,109,96.5,1,2,Matches
Georgi Tunjov,ee EST,MF,SPAL,it Serie A,18,2001,2.3,106,1,24,47,39,3,94,2,4,50.0,2,0,66,274,131,93,67,72.0,8,5,Matches
Stefano Turati,it ITA,GK,Sassuolo,it Serie A,,,2.0,57,53,57,0,0,0,39,0,0,,0,0,23,110,68,19,19,100.0,0,0,Matches
Gennaro Tutino,it ITA,FW,Hellas Verona,it Serie A,22,1996,2.5,107,2,14,52,55,5,103,3,5,60.0,3,0,68,578,307,155,77,49.7,7,4,Matches
Matthieu Udol,fr FRA,DF,Metz,fr Ligue 1,23,1996,12.2,751,53,299,359,147,7,632,20,25,80.0,21,2,420,2816,1886,408,385,94.4,6,13,Matches
Hwang Ui-jo,kr KOR,"FW,MF",Bordeaux,fr Ligue 1,26,1992,18.1,614,9,47,371,240,53,610,19,34,55.9,20,1,471,2861,1559,763,494,64.7,39,30,Matches
Anthony Ujah,ng NGA,"FW,MF",Union Berlin,de Bundesliga,28,1990,10.5,369,11,35,170,189,36,359,11,18,61.1,12,1,192,1195,620,521,266,51.1,29,12,Matches
Sven Ulreich,de GER,GK,Bayern Munich,de Bundesliga,30,1988,1.0,56,51,56,0,0,0,46,0,0,,0,0,32,93,48,36,35,97.2,0,0,Matches
Samuel Umtiti,fr FRA,DF,Barcelona,es La Liga,25,1993,10.5,899,101,407,536,21,2,868,4,6,66.7,4,0,683,4131,2417,676,666,98.5,4,3,Matches
Enes Ünal,tr TUR,FW,Valladolid,es La Liga,22,1997,26.0,948,17,95,523,394,104,928,26,42,61.9,27,0,564,3321,1831,1284,713,55.5,76,61,Matches
Cengiz Ünder,tr TUR,FW,Roma,it Serie A,22,1997,9.3,445,7,55,177,259,52,431,30,38,78.9,31,2,366,3023,1903,434,335,77.2,19,17,Matches
Dayot Upamecano,fr FRA,DF,RB Leipzig,de Bundesliga,20,1998,26.2,2240,236,1084,1283,78,26,2188,26,32,81.3,27,1,1651,12046,6780,1597,1575,98.6,11,21,Matches
Mark Uth,de GER,"MF,FW",Köln,de Bundesliga,27,1991,12.9,692,7,76,343,319,50,602,18,31,58.1,21,0,462,3163,1416,579,430,74.3,40,27,Matches
Mark Uth,de GER,"FW,MF",Schalke 04,de Bundesliga,27,1991,3.9,161,0,15,86,75,19,156,3,6,50.0,3,1,99,594,263,194,122,62.9,11,6,Matches
Tomáš Vaclík,cz CZE,GK,Sevilla,es La Liga,30,1989,32.5,970,879,966,3,1,0,677,0,0,,0,0,441,1777,866,398,394,99.0,0,0,Matches
Álvaro Vadillo,es ESP,"FW,MF",Granada,es La Liga,24,1994,13.5,590,8,58,235,343,36,500,20,42,47.6,22,2,384,2583,1634,565,384,68.0,22,23,Matches
William Vainqueur,fr FRA,MF,Toulouse,fr Ligue 1,30,1988,19.1,1200,44,302,776,184,12,1183,30,35,85.7,30,1,837,4096,1829,880,811,92.2,22,20,Matches
Mirko Valdifiori,it ITA,MF,SPAL,it Serie A,33,1986,15.1,975,47,251,583,178,1,858,6,8,75.0,6,0,616,2541,1418,651,621,95.4,2,13,Matches
Pierrick Valdivia,fr FRA,MF,Nîmes,fr Ligue 1,31,1988,0.8,37,0,11,22,6,0,37,0,1,0.0,0,0,22,96,36,29,27,93.1,1,0,Matches
Germán Valera,es ESP,FW,Atlético Madrid,es La Liga,17,2002,0.0,3,0,1,1,1,1,3,0,0,,0,0,2,8,1,2,1,50.0,0,1,Matches
Antoine Valerio,fr FRA,MF,Nîmes,fr Ligue 1,19,1999,1.0,47,1,8,36,6,0,44,3,3,100.0,3,0,28,203,86,26,23,88.5,2,1,Matches
Borja Valero,es ESP,MF,Inter,it Serie A,34,1985,9.4,582,18,117,342,168,19,571,11,13,84.6,11,0,431,2560,1455,496,438,88.3,8,7,Matches
Yan Valery,fr FRA,DF,Southampton,eng Premier League,20,1999,8.7,455,28,139,189,151,10,361,12,25,48.0,13,0,207,1566,805,243,180,74.1,13,19,Matches
Martin Valjent,sk SVK,DF,Mallorca,es La Liga,23,1995,35.4,1528,288,934,645,65,20,1450,7,9,77.8,7,0,770,6146,3101,824,806,97.8,7,4,Matches
Jesús Vallejo,es ESP,DF,Wolves,eng Premier League,22,1997,1.8,124,20,61,64,6,1,124,1,1,100.0,1,0,85,322,170,90,83,92.2,1,1,Matches
Jesús Vallejo,es ESP,DF,Granada,es La Liga,22,1997,7.0,282,47,179,111,5,2,266,1,1,100.0,1,0,156,778,348,171,166,97.1,0,1,Matches
Manu Vallejo,es ESP,"MF,FW",Valencia,es La Liga,22,1997,4.6,151,4,12,74,79,19,148,8,10,80.0,8,0,108,708,444,180,107,59.4,18,7,Matches
Luca Valls,fr FRA,FW,Nîmes,fr Ligue 1,20,1998,0.1,8,2,4,2,2,0,8,0,0,,0,0,1,8,2,6,4,66.7,1,0,Matches
Theo Valls,fr FRA,MF,Nîmes,fr Ligue 1,23,1995,18.1,853,11,158,511,227,17,805,13,18,72.2,13,0,574,3054,1557,612,522,85.3,14,17,Matches
Mattia Valoti,it ITA,"MF,FW",SPAL,it Serie A,25,1993,15.6,763,26,152,441,226,48,753,28,36,77.8,29,1,525,3396,1866,645,514,79.7,30,24,Matches
Federico Valverde,uy URU,MF,Real Madrid,es La Liga,21,1998,21.2,1316,26,224,787,397,32,1305,18,35,51.4,24,2,889,5413,3192,1135,1015,89.4,29,17,Matches
Raphaël Varane,fr FRA,DF,Real Madrid,es La Liga,26,1993,31.4,1949,286,1121,896,59,18,1890,10,16,62.5,12,0,1233,8448,3576,1366,1339,98.0,6,4,Matches
Jamie Vardy,eng ENG,FW,Leicester City,eng Premier League,32,1987,33.7,733,28,37,305,422,187,670,25,44,56.8,28,1,402,3224,2002,1222,503,41.2,60,23,Matches
Matías Vargas,ar ARG,"FW,MF",Espanyol,es La Liga,21,1997,11.4,557,8,67,266,286,48,535,25,45,55.6,26,1,449,3333,1963,566,408,72.1,37,32,Matches
Ruben Vargas,ch SUI,"FW,MF",Augsburg,de Bundesliga,20,1998,28.1,1045,36,203,498,449,96,1014,57,119,47.9,66,7,770,6464,4237,985,685,69.5,68,48,Matches
Thibaut Vargas,fr FRA,"DF,MF",Montpellier,fr Ligue 1,19,2000,1.7,88,4,27,30,38,2,74,1,4,25.0,1,0,50,344,172,55,47,85.5,6,3,Matches
Sebastian Vasiliadis,gr GRE,MF,Paderborn 07,de Bundesliga,21,1997,31.2,1483,85,456,788,351,33,1451,55,86,64.0,64,4,957,6006,3422,1027,869,84.6,40,55,Matches
Indiana Vassilev,us USA,"FW,MF",Aston Villa,eng Premier League,18,2001,0.6,16,0,0,3,14,3,15,1,2,50.0,2,0,15,79,20,31,10,32.3,1,1,Matches
Denis Vavro,sk SVK,DF,Lazio,it Serie A,23,1996,3.3,214,43,112,103,14,1,207,1,2,50.0,1,0,143,934,464,147,145,98.6,0,1,Matches
Franco Vázquez,ar ARG,"MF,FW",Sevilla,es La Liga,30,1989,12.2,793,13,137,455,245,41,783,18,23,78.3,19,1,544,2452,1195,701,574,81.9,18,28,Matches
Kevin Vázquez,es ESP,DF,Celta Vigo,es La Liga,26,1993,14.7,925,36,280,482,212,11,782,15,23,65.2,16,1,544,2532,1371,551,509,92.4,14,8,Matches
Lucas Vázquez,es ESP,"MF,FW",Real Madrid,es La Liga,28,1991,9.4,708,7,127,332,276,39,668,14,21,66.7,15,0,515,2342,1350,636,532,83.6,28,17,Matches
Matías Vecino,uy URU,MF,Inter,it Serie A,27,1991,14.2,706,36,164,370,214,55,699,7,11,63.6,8,0,453,2381,1364,572,481,84.1,14,13,Matches
Koke Vegas,es ESP,GK,Levante,es La Liga,23,1995,2.0,67,63,67,1,0,0,43,0,0,,0,0,28,105,63,19,19,100.0,0,0,Matches
Miloš Veljković,rs SRB,DF,Werder Bremen,de Bundesliga,23,1995,22.8,1393,170,723,701,60,17,1338,2,2,100.0,2,0,806,4175,2449,900,883,98.1,3,3,Matches
Miguel Veloso,pt POR,MF,Hellas Verona,it Serie A,33,1986,29.2,1893,88,358,1155,499,16,1640,18,20,90.0,18,1,1065,7390,3536,1123,1032,91.9,16,16,Matches
Unai Vencedor Paris,es ESP,MF,Athletic Club,es La Liga,18,2000,0.8,42,0,5,30,11,0,34,1,1,100.0,1,0,25,164,93,23,22,95.7,0,0,Matches
Lorenzo Venuti,it ITA,DF,Fiorentina,it Serie A,24,1995,8.1,457,32,157,234,89,8,406,2,6,33.3,3,0,292,1414,899,308,284,92.2,1,4,Matches
Brayan Vera,co COL,"DF,MF",Lecce,it Serie A,20,1999,1.5,85,7,26,25,38,4,73,1,2,50.0,1,0,49,232,122,69,52,75.4,4,4,Matches
Simone Verdi,it ITA,"MF,FW",Torino,it Serie A,27,1992,21.0,1068,7,112,515,528,54,927,50,78,64.1,52,2,742,5628,3055,895,715,79.9,34,42,Matches
Jordan Veretout,fr FRA,MF,Roma,it Serie A,26,1993,29.0,1848,49,384,1188,433,23,1750,22,27,81.5,22,0,1281,8508,4018,1403,1343,95.7,14,18,Matches
Marco Verratti,it ITA,MF,Paris S-G,fr Ligue 1,26,1992,16.5,1870,45,329,1240,414,13,1825,24,28,85.7,24,0,1464,6492,3380,1593,1536,96.4,8,20,Matches
Valerio Verre,it ITA,"FW,MF",Hellas Verona,it Serie A,25,1994,19.7,946,13,112,498,424,68,907,22,45,48.9,25,1,708,4170,2403,1011,711,70.3,43,30,Matches
Birger Verstraete,be BEL,MF,Köln,de Bundesliga,25,1994,7.4,348,15,81,194,85,5,299,2,6,33.3,3,0,197,1233,521,190,165,86.8,6,9,Matches
Jan Vertonghen,be BEL,DF,Tottenham,eng Premier League,32,1987,18.3,1327,165,620,689,84,6,1227,2,5,40.0,2,0,785,4062,2044,833,819,98.3,4,6,Matches
Mikel Vesga,es ESP,MF,Athletic Club,es La Liga,26,1993,14.1,730,42,177,436,148,16,713,8,14,57.1,10,0,402,2258,1042,450,409,90.9,11,10,Matches
Jannik Vestergaard,dk DEN,DF,Southampton,eng Premier League,26,1992,16.6,1040,119,489,563,48,15,995,3,5,60.0,3,0,534,2834,1556,580,568,97.9,3,4,Matches
Rúben Vezo,pt POR,DF,Levante,es La Liga,25,1994,29.0,1492,295,850,664,41,17,1416,4,6,66.7,4,1,771,4733,2176,833,818,98.2,6,2,Matches
Francesco Vicari,it ITA,DF,SPAL,it Serie A,24,1994,31.2,1514,319,887,666,31,13,1453,1,2,50.0,1,0,826,3512,2145,935,920,98.4,4,1,Matches
Fede Vico,es ESP,"MF,FW",Granada,es La Liga,25,1994,9.7,430,3,40,219,204,17,394,10,20,50.0,11,0,301,2035,1013,379,309,81.5,18,15,Matches
Aleix Vidal,es ESP,MF,Alavés,es La Liga,29,1989,24.1,1078,19,147,578,448,45,939,22,50,44.0,27,3,655,4697,2504,974,687,70.5,39,23,Matches
Arturo Vidal,cl CHI,MF,Barcelona,es La Liga,32,1987,18.6,1452,26,219,800,489,67,1439,9,17,52.9,9,2,1026,3382,1709,1341,1180,88.0,22,12,Matches
Clément Vidal,fr FRA,DF,Montpellier,fr Ligue 1,19,2000,1.0,54,6,25,30,1,0,52,0,0,,0,0,28,122,53,29,29,100.0,0,0,Matches
Nacho Vidal,es ESP,DF,Osasuna,es La Liga,24,1995,25.9,1542,77,473,760,388,25,1297,27,36,75.0,27,1,795,4470,2523,920,802,87.2,19,17,Matches
Ronaldo Vieira,gw GNB,MF,Sampdoria,it Serie A,21,1998,18.6,1060,49,206,651,264,17,1010,15,24,62.5,15,1,672,3540,1749,701,640,91.3,9,23,Matches
Mauro Vigorito,it ITA,GK,Lecce,it Serie A,29,1990,4.7,173,166,173,0,0,0,110,0,0,,0,0,61,292,171,45,45,100.0,0,0,Matches
Dídac Vilà,es ESP,DF,Espanyol,es La Liga,30,1989,27.7,1573,77,466,854,367,36,1327,13,21,61.9,14,1,818,5380,3012,912,798,87.5,21,14,Matches
Toni Villa,es ESP,MF,Valladolid,es La Liga,24,1995,15.0,713,12,119,379,294,41,706,40,97,41.2,45,3,587,4605,3386,617,496,80.4,32,39,Matches
Asier Villalibre,es ESP,FW,Athletic Club,es La Liga,21,1997,5.9,178,3,5,85,102,29,173,5,11,45.5,6,0,104,734,471,297,136,45.8,19,10,Matches
Gonzalo Villar,es ESP,MF,Roma,it Serie A,21,1998,2.3,138,6,39,81,23,3,135,3,3,100.0,3,0,91,529,230,116,105,90.5,4,3,Matches
Iván Villar,es ESP,GK,Celta Vigo,es La Liga,22,1997,3.1,100,87,99,1,0,0,61,0,0,,0,0,43,159,96,33,33,100.0,0,0,Matches
Juan Villar,es ESP,FW,Osasuna,es La Liga,31,1988,2.7,115,1,11,62,49,12,108,1,1,100.0,1,0,68,281,110,152,88,57.9,8,7,Matches
Rúben Vinagre,pt POR,DF,Wolves,eng Premier League,20,1999,7.2,470,16,138,216,147,16,399,18,41,43.9,21,2,316,2329,1595,306,260,85.0,10,20,Matches
Luigi Vitale,it ITA,DF,Hellas Verona,it Serie A,31,1987,0.5,18,2,8,5,6,0,17,0,2,0.0,0,1,11,49,21,9,7,77.8,1,0,Matches
Vitolo,es ESP,"MF,FW",Atlético Madrid,es La Liga,29,1989,13.6,737,14,96,369,344,61,725,36,64,56.3,38,0,575,4035,2339,749,557,74.4,40,23,Matches
Mattia Viviani,it ITA,MF,Brescia,it Serie A,18,2000,2.7,144,6,44,79,25,0,130,2,2,100.0,2,0,80,314,178,101,95,94.1,1,4,Matches
Dušan Vlahović,rs SRB,FW,Fiorentina,it Serie A,19,2000,15.9,601,7,51,309,290,99,573,32,46,69.6,35,3,461,3244,1586,777,443,57.0,65,55,Matches
Kevin Vogt,de GER,DF,Hoffenheim,de Bundesliga,27,1991,10.7,945,113,620,365,10,0,929,4,4,100.0,4,0,675,2648,1424,694,690,99.4,1,3,Matches
Kevin Vogt,de GER,"DF,MF",Werder Bremen,de Bundesliga,27,1991,12.3,891,113,460,443,36,5,861,5,6,83.3,6,0,570,2727,1378,608,586,96.4,2,3,Matches
Jake Vokins,eng ENG,DF,Southampton,eng Premier League,19,2000,1.0,82,1,11,44,33,5,70,0,0,,0,0,56,310,150,63,58,92.1,1,2,Matches
Kevin Volland,de GER,FW,Leverkusen,de Bundesliga,27,1992,22.7,881,11,53,425,440,144,841,24,44,54.5,29,2,574,2790,1452,1112,667,60.0,52,49,Matches
Mario Vrančić,ba BIH,MF,Norwich City,eng Premier League,30,1989,7.1,526,12,125,308,121,12,514,3,5,60.0,3,1,332,1890,1156,394,362,91.9,4,11,Matches
Stefan de Vrij,nl NED,DF,Inter,it Serie A,27,1992,29.4,1854,249,981,990,51,24,1825,12,13,92.3,13,0,1187,8615,4962,1254,1246,99.4,2,1,Matches
Šime Vrsaljko,hr CRO,DF,Atlético Madrid,es La Liga,27,1992,4.0,212,12,65,104,57,5,182,0,0,,0,0,101,510,225,129,106,82.2,5,3,Matches
Nikola Vukčević,me MNE,MF,Levante,es La Liga,27,1991,17.4,763,34,233,515,58,5,751,5,5,100.0,5,0,469,2606,1174,548,507,92.5,1,9,Matches
Matěj Vydra,cz CZE,FW,Burnley,eng Premier League,27,1992,9.1,238,10,19,93,138,36,235,7,17,41.2,9,1,116,753,464,412,164,39.8,21,9,Matches
Molla Wagué,ml MLI,DF,Nantes,fr Ligue 1,28,1991,7.6,415,72,280,140,9,5,407,2,3,66.7,2,0,208,969,409,224,219,97.8,2,0,Matches
Moussa Wagué,sn SEN,DF,Nice,fr Ligue 1,20,1998,2.2,183,7,49,86,64,3,168,3,8,37.5,3,0,138,906,525,142,131,92.3,5,5,Matches
Moussa Wagué,sn SEN,DF,Barcelona,es La Liga,20,1998,1.0,90,2,19,39,42,2,75,4,5,80.0,4,0,62,385,250,63,59,93.7,0,2,Matches
Wakaso,gh GHA,MF,Alavés,es La Liga,29,1990,14.3,672,26,157,446,112,4,646,24,36,66.7,25,0,419,2603,1160,423,379,89.6,10,15,Matches
Walace,br BRA,MF,Udinese,it Serie A,24,1995,10.7,727,33,216,427,130,6,717,14,17,82.4,14,0,515,2927,1495,508,477,93.9,14,11,Matches
Theo Walcott,eng ENG,"MF,FW",Everton,eng Premier League,30,1989,14.3,575,8,76,220,312,77,564,21,36,58.3,24,2,416,2406,1440,565,397,70.3,28,29,Matches
Luca Waldschmidt,de GER,"FW,MF",Freiburg,de Bundesliga,23,1996,14.1,517,6,61,266,231,67,506,14,35,40.0,18,2,379,2026,1016,552,396,71.7,22,22,Matches
Kyle Walker,eng ENG,DF,Manchester City,eng Premier League,29,1990,26.6,2337,65,468,1453,601,36,2117,25,32,78.1,27,2,1620,10026,5605,1769,1692,95.6,14,18,Matches
Kyle Walker-Peters,eng ENG,DF,Southampton,eng Premier League,22,1997,7.8,536,33,159,286,142,14,441,20,23,87.0,20,1,334,2420,1394,303,288,95.0,5,9,Matches
Kyle Walker-Peters,eng ENG,DF,Tottenham,eng Premier League,22,1997,2.7,244,12,67,117,75,6,219,3,4,75.0,3,0,188,964,599,177,171,96.6,0,4,Matches
Rémi Walter,fr FRA,MF,Nice,fr Ligue 1,24,1995,0.6,31,0,6,17,11,1,31,1,1,100.0,1,0,25,141,73,30,26,86.7,3,0,Matches
Sebastian Walukiewicz,pl POL,DF,Cagliari,it Serie A,19,2000,10.9,626,103,364,278,22,1,587,7,8,87.5,7,0,402,2759,1657,411,400,97.3,1,3,Matches
Aaron Wan-Bissaka,eng ENG,DF,Manchester Utd,eng Premier League,21,1997,34.1,2560,104,740,1182,779,46,2182,59,91,64.8,60,3,1548,8340,4975,1571,1457,92.7,26,43,Matches
Victor Wanyama,ke KEN,MF,Tottenham,eng Premier League,28,1991,0.3,21,0,5,19,1,0,19,1,1,100.0,1,0,12,112,74,12,12,100.0,0,0,Matches
Joel Ward,eng ENG,DF,Crystal Palace,eng Premier League,29,1989,26.5,1544,118,518,764,335,11,1268,13,19,68.4,14,2,754,3656,2004,799,744,93.1,12,20,Matches
James Ward-Prowse,eng ENG,"MF,DF",Southampton,eng Premier League,24,1994,38.0,2399,124,452,1252,775,55,2022,15,21,71.4,16,1,1114,4224,1700,1362,1196,87.8,24,16,Matches
Daniel Wass,dk DEN,"DF,MF",Valencia,es La Liga,30,1989,30.4,1914,125,654,853,518,37,1666,10,19,52.6,10,0,1067,5548,3015,1272,1168,91.8,21,18,Matches
Kelland Watts,eng ENG,DF,Newcastle Utd,eng Premier League,19,1999,0.2,5,2,5,0,0,0,5,0,0,,0,0,3,17,5,3,3,100.0,0,0,Matches
Timothy Weah,us USA,MF,Lille,fr Ligue 1,19,2000,0.9,44,1,6,21,21,1,42,4,4,100.0,4,1,39,232,118,42,33,78.6,3,4,Matches
Adam Webster,eng ENG,DF,Brighton,eng Premier League,24,1995,29.6,2175,349,1279,942,132,30,2099,12,14,85.7,12,0,1348,9477,5945,1424,1399,98.2,8,14,Matches
