player,nationality,position,squad,comp_level,age,birth_year,minutes_90s,header_standard_goals,header_standard_pens_made,header_standard_pens_att,header_standard_shots_total,header_standard_shots_on_target,header_standard_shots_free_kicks,header_standard_shots_on_target_pct,header_standard_shots_total_per90,header_standard_shots_on_target_per90,header_standard_goals_per_shot,header_standard_goals_per_shot_on_target,header_expected_xg,header_expected_npxg,header_expected_npxg_per_shot,header_expected_xg_net,header_expected_npxg_net,matches
Óscar Duarte,cr CRC,DF,Levante,es La Liga,30,1989,5.4,0,0,0,4,1,0,25.0,0.74,0.19,0.00,0.00,0.2,0.2,0.04,-0.2,-0.2,Matches
Rubén Duarte,es ESP,DF,Alavés,es La Liga,23,1995,29.6,0,0,0,20,8,0,40.0,0.68,0.27,0.00,0.00,1.4,1.4,0.07,-1.4,-1.4,Matches
Edgaras Dubickas,lt LTU,DF,Lecce,it Serie A,21,1998,0.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Leo Dubois,fr FRA,DF,Lyon,fr Ligue 1,24,1994,15.0,0,0,0,5,0,0,0.0,0.33,0.00,0.00,,0.1,0.1,0.03,-0.1,-0.1,Matches
Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,30,1989,38.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Ondrej Duda,sk SVK,MF,Norwich City,eng Premier League,24,1994,8.0,0,0,0,10,3,2,30.0,1.24,0.37,0.00,0.00,0.8,0.8,0.08,-0.8,-0.8,Matches
Ondrej Duda,sk SVK,"MF,FW",Hertha BSC,de Bundesliga,24,1994,5.0,0,0,0,7,5,2,71.4,1.41,1.01,0.00,0.00,0.5,0.5,0.08,-0.5,-0.5,Matches
Shane Duffy,ie IRL,DF,Brighton,eng Premier League,27,1992,13.8,1,0,0,6,1,0,16.7,0.44,0.07,0.17,1.00,1.6,1.6,0.27,-0.6,-0.6,Matches
Haris Duljević,ba BIH,"FW,MF",Nîmes,fr Ligue 1,25,1993,5.8,0,0,0,14,4,0,28.6,2.42,0.69,0.00,0.00,0.9,0.9,0.06,-0.9,-0.9,Matches
Paul Dummett,wal WAL,DF,Newcastle Utd,eng Premier League,27,1991,13.6,0,0,0,1,1,0,100.0,0.07,0.07,0.00,0.00,0.0,0.0,0.03,0.0,0.0,Matches
Alfred Duncan,gh GHA,MF,Fiorentina,it Serie A,26,1993,8.5,0,0,0,11,3,0,27.3,1.30,0.35,0.00,0.00,0.4,0.4,0.04,-0.4,-0.4,Matches
Alfred Duncan,gh GHA,MF,Sassuolo,it Serie A,26,1993,9.4,1,0,0,15,3,0,20.0,1.60,0.32,0.07,0.33,1.5,1.5,0.10,-0.5,-0.5,Matches
Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,27,1991,35.9,3,0,0,30,10,5,33.3,0.84,0.28,0.10,0.30,4.2,4.2,0.14,-1.2,-1.2,Matches
Erik Durm,de GER,DF,Eint Frankfurt,de Bundesliga,27,1992,5.7,0,0,0,13,3,0,23.1,2.29,0.53,0.00,0.00,0.6,0.6,0.05,-0.6,-0.6,Matches
Riza Durmisi,dk DEN,DF,Nice,fr Ligue 1,25,1994,1.8,0,0,0,1,1,1,100.0,0.56,0.56,0.00,0.00,0.0,0.0,0.05,0.0,0.0,Matches
Hugo Duro,es ESP,"FW,MF",Getafe,es La Liga,19,1999,4.2,1,0,0,6,3,0,50.0,1.43,0.71,0.17,0.33,1.0,1.0,0.16,0.0,0.0,Matches
Jean-Kevin Duverne,fr FRA,DF,Brest,fr Ligue 1,22,1997,13.1,0,0,0,2,1,0,50.0,0.15,0.08,0.00,0.00,0.1,0.1,0.05,-0.1,-0.1,Matches
Paulo Dybala,ar ARG,"FW,MF",Juventus,it Serie A,25,1993,23.9,11,1,1,100,35,10,35.0,4.18,1.46,0.10,0.29,8.9,8.2,0.08,+2.1,+1.8,Matches
Edin Džeko,ba BIH,FW,Roma,it Serie A,33,1986,30.7,15,0,0,123,45,0,36.6,4.01,1.47,0.12,0.33,17.7,17.7,0.15,-2.7,-2.7,Matches
Blerim Džemaili,ch SUI,MF,Bologna,it Serie A,33,1986,7.8,1,0,0,16,4,0,25.0,2.06,0.52,0.06,0.25,0.6,0.6,0.04,+0.4,+0.4,Matches
Bruno Ecuele Manga,ga GAB,DF,Dijon,fr Ligue 1,31,1988,28.0,0,0,0,17,0,0,0.0,0.61,0.00,0.00,,1.2,1.2,0.07,-1.2,-1.2,Matches
Simone Edera,it ITA,"MF,FW",Torino,it Serie A,22,1997,4.4,1,0,0,14,7,1,50.0,3.17,1.58,0.07,0.14,0.9,0.9,0.07,+0.1,+0.1,Matches
Ederson,br BRA,GK,Manchester City,eng Premier League,25,1993,34.1,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
John Egan,ie IRL,DF,Sheffield Utd,eng Premier League,26,1992,35.4,2,0,0,28,5,0,17.9,0.79,0.14,0.07,0.40,2.4,2.4,0.09,-0.4,-0.4,Matches
Johannes Eggestein,de GER,"MF,FW",Werder Bremen,de Bundesliga,21,1998,5.7,1,0,0,15,6,0,40.0,2.65,1.06,0.07,0.17,1.0,1.0,0.06,0.0,0.0,Matches
Maximilian Eggestein,de GER,"MF,DF",Werder Bremen,de Bundesliga,22,1996,31.7,1,0,0,42,11,0,26.2,1.32,0.35,0.02,0.09,2.7,2.7,0.07,-1.7,-1.7,Matches
Kingsley Ehizibue,nl NED,DF,Köln,de Bundesliga,24,1995,25.9,1,0,0,12,4,0,33.3,0.46,0.15,0.08,0.25,0.9,0.9,0.08,+0.1,+0.1,Matches
Albin Ekdal,se SWE,MF,Sampdoria,it Serie A,30,1989,26.5,0,0,0,17,2,0,11.8,0.64,0.08,0.00,0.00,1.5,1.5,0.09,-1.5,-1.5,Matches
Harvey Elliot,eng ENG,DF,Liverpool,eng Premier League,16,2003,0.1,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Elif Elmas,mk MKD,MF,Napoli,it Serie A,19,1999,11.5,1,0,0,20,8,0,40.0,1.74,0.69,0.05,0.13,1.8,1.8,0.09,-0.8,-0.8,Matches
Ilay Elmkies,il ISR,MF,Hoffenheim,de Bundesliga,19,2000,0.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Ahmed Elmohamady,eg EGY,DF,Aston Villa,eng Premier League,31,1987,11.5,1,0,0,5,1,0,20.0,0.44,0.09,0.20,1.00,0.3,0.3,0.05,+0.7,+0.7,Matches
Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,25,1994,16.8,0,0,0,8,1,0,12.5,0.48,0.06,0.00,0.00,0.8,0.8,0.10,-0.8,-0.8,Matches
Nico Elvedi,ch SUI,DF,M'gladbach,de Bundesliga,22,1996,29.1,1,0,0,8,1,0,12.5,0.28,0.03,0.13,1.00,0.8,0.8,0.10,+0.2,+0.2,Matches
Rodrigo Ely,br BRA,DF,Alavés,es La Liga,25,1993,23.6,2,0,0,6,3,0,50.0,0.25,0.13,0.33,0.67,0.7,0.7,0.12,+1.3,+1.3,Matches
Adri Embarba,es ESP,"MF,FW",Espanyol,es La Liga,27,1992,15.2,2,1,1,37,14,12,37.8,2.43,0.92,0.03,0.07,3.0,2.3,0.06,-1.0,-1.3,Matches
Breel Embolo,ch SUI,"FW,MF",M'gladbach,de Bundesliga,22,1997,17.2,8,0,1,44,18,0,40.9,2.55,1.05,0.18,0.44,8.8,8.0,0.19,-0.8,0.0,Matches
Emerson,br BRA,DF,Betis,es La Liga,20,1999,31.5,3,0,0,23,4,0,17.4,0.73,0.13,0.13,0.75,1.4,1.4,0.06,+1.6,+1.6,Matches
Renaud Emond,be BEL,"FW,MF",Nantes,fr Ligue 1,27,1991,3.2,0,0,0,4,1,0,25.0,1.23,0.31,0.00,0.00,0.9,0.9,0.23,-0.9,-0.9,Matches
Alan Empereur,br BRA,DF,Hellas Verona,it Serie A,25,1994,9.5,0,0,0,2,0,0,0.0,0.21,0.00,0.00,,0.1,0.1,0.03,-0.1,-0.1,Matches
Youssef En-Nesyri,ma MAR,FW,Leganés,es La Liga,22,1997,15.4,4,0,0,39,18,0,46.2,2.53,1.17,0.10,0.22,3.9,3.9,0.10,+0.1,+0.1,Matches
Youssef En-Nesyri,ma MAR,FW,Sevilla,es La Liga,22,1997,8.8,4,0,0,21,8,0,38.1,2.37,0.90,0.19,0.50,4.2,4.2,0.20,-0.2,-0.2,Matches
Björn Engels,be BEL,DF,Aston Villa,eng Premier League,24,1994,16.1,1,0,0,7,1,0,14.3,0.44,0.06,0.14,1.00,0.9,0.9,0.12,+0.1,+0.1,Matches
Sergi Enrich,es ESP,FW,Eibar,es La Liga,29,1990,20.7,1,0,0,30,6,0,20.0,1.45,0.29,0.03,0.17,2.7,2.7,0.09,-1.7,-1.7,Matches
Javier Eraso,es ESP,"MF,FW",Leganés,es La Liga,29,1990,9.1,0,0,0,10,4,1,40.0,1.10,0.44,0.00,0.00,0.6,0.6,0.06,-0.6,-0.6,Matches
Christian Eriksen,dk DEN,"MF,FW",Tottenham,eng Premier League,27,1992,12.2,2,0,0,26,9,7,34.6,2.13,0.74,0.08,0.22,2.0,2.0,0.08,0.0,0.0,Matches
Christian Eriksen,dk DEN,MF,Inter,it Serie A,27,1992,7.8,1,0,0,24,8,4,33.3,3.09,1.03,0.04,0.13,2.5,2.5,0.13,-1.5,-1.5,Matches
Gonzalo Escalante,ar ARG,MF,Eibar,es La Liga,26,1993,18.6,0,0,0,23,5,0,21.7,1.24,0.27,0.00,0.00,1.6,1.6,0.07,-1.6,-1.6,Matches
Aarón Escandell,es ESP,GK,Granada,es La Liga,23,1995,3.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Sergio Escudero,es ESP,DF,Sevilla,es La Liga,29,1989,8.6,1,0,0,8,6,0,75.0,0.93,0.70,0.13,0.17,0.6,0.6,0.08,+0.4,+0.4,Matches
Espeto,br BRA,"DF,MF",SPAL,it Serie A,22,1997,22.2,1,0,0,51,11,0,21.6,2.30,0.50,0.02,0.09,2.6,2.6,0.05,-1.6,-1.6,Matches
Bernardo Espinosa,co COL,DF,Espanyol,es La Liga,30,1989,25.1,3,0,0,22,8,0,36.4,0.88,0.32,0.14,0.38,2.1,2.1,0.10,+0.9,+0.9,Matches
Sebastiano Esposito,it ITA,FW,Inter,it Serie A,17,2002,2.2,1,1,1,10,3,1,30.0,4.52,1.36,0.00,0.00,1.7,0.9,0.09,-0.7,-0.9,Matches
Esquerdo,es ESP,MF,Valencia,es La Liga,20,1999,0.2,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Alexander Esswein,de GER,"FW,MF",Hertha BSC,de Bundesliga,29,1990,2.4,0,0,0,2,1,0,50.0,0.85,0.42,0.00,0.00,0.3,0.3,0.17,-0.3,-0.3,Matches
Pervis Estupiñán,ec ECU,DF,Osasuna,es La Liga,21,1998,33.1,1,0,0,18,3,1,16.7,0.54,0.09,0.06,0.33,1.4,1.4,0.08,-0.4,-0.4,Matches
Oghenekaro Etebo,ng NGA,MF,Getafe,es La Liga,23,1995,6.4,1,0,0,9,3,0,33.3,1.42,0.47,0.11,0.33,0.6,0.6,0.06,+0.4,+0.4,Matches
Beñat Etxebarria,es ESP,MF,Athletic Club,es La Liga,32,1987,4.4,0,0,0,5,2,0,40.0,1.14,0.46,0.00,0.00,0.1,0.1,0.02,-0.1,-0.1,Matches
Xabier Etxeita,es ESP,DF,Getafe,es La Liga,31,1987,16.1,0,0,0,7,2,0,28.6,0.44,0.12,0.00,0.00,0.5,0.5,0.07,-0.5,-0.5,Matches
Antony Evans,eng ENG,"MF,DF",Paderborn 07,de Bundesliga,20,1998,1.7,0,0,0,2,1,0,50.0,1.15,0.58,0.00,0.00,0.1,0.1,0.03,-0.1,-0.1,Matches
Jonny Evans,nir NIR,DF,Leicester City,eng Premier League,31,1988,37.6,1,0,0,24,10,0,41.7,0.64,0.27,0.04,0.10,2.6,2.6,0.11,-1.6,-1.6,Matches
Edu Expósito,es ESP,MF,Eibar,es La Liga,22,1996,25.7,4,1,2,33,16,0,48.5,1.28,0.62,0.09,0.19,2.9,1.3,0.04,+1.1,+1.7,Matches
Valentin Eysseric,fr FRA,FW,Hellas Verona,it Serie A,27,1992,1.9,0,0,0,1,0,0,0.0,0.51,0.00,0.00,,0.0,0.0,0.02,0.0,0.0,Matches
Valentin Eysseric,fr FRA,MF,Fiorentina,it Serie A,27,1992,0.5,0,0,0,2,1,0,50.0,4.29,2.14,0.00,0.00,0.1,0.1,0.04,-0.1,-0.1,Matches
Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,34,1985,23.5,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Fabinho,br BRA,MF,Liverpool,eng Premier League,25,1993,23.1,2,0,0,12,4,2,33.3,0.52,0.17,0.17,0.50,0.4,0.4,0.03,+1.6,+1.6,Matches
Fábio,br BRA,DF,Nantes,fr Ligue 1,29,1990,9.3,0,0,0,4,0,0,0.0,0.43,0.00,0.00,,0.1,0.1,0.03,-0.1,-0.1,Matches
Cesc Fàbregas,es ESP,MF,Monaco,fr Ligue 1,32,1987,10.3,0,0,0,9,1,1,11.1,0.87,0.10,0.00,0.00,0.5,0.5,0.05,-0.5,-0.5,Matches
Fabricio,es ESP,GK,Mallorca,es La Liga,31,1987,1.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Ralf Fährmann,de GER,GK,Norwich City,eng Premier League,30,1988,0.2,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Fayçal Fajr,ma MAR,MF,Getafe,es La Liga,30,1988,4.5,0,0,0,8,2,2,25.0,1.79,0.45,0.00,0.00,0.4,0.4,0.05,-0.4,-0.4,Matches
Luca Falbo,it ITA,DF,Lazio,it Serie A,19,2000,0.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Filippo Falco,it ITA,"FW,MF",Lecce,it Serie A,27,1992,20.7,4,0,0,50,19,5,38.0,2.41,0.92,0.08,0.21,2.7,2.7,0.05,+1.3,+1.3,Matches
Eliseo Falcon,es ESP,"DF,MF",Levante,es La Liga,22,1997,0.8,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Simon Falette,gn GUI,DF,Eint Frankfurt,de Bundesliga,27,1992,1.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Iago Falque,es ESP,"MF,FW",Torino,it Serie A,29,1990,1.1,0,0,0,3,2,0,66.7,2.65,1.76,0.00,0.00,0.2,0.2,0.06,-0.2,-0.2,Matches
Iago Falque,es ESP,MF,Genoa,it Serie A,29,1990,5.6,2,2,3,12,2,2,16.7,2.16,0.36,0.00,0.00,3.0,0.8,0.06,-1.0,-0.8,Matches
Akin Famewo,eng ENG,MF,Norwich City,eng Premier League,20,1998,0.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Andri Fannar Baldursson,is ISL,MF,Bologna,it Serie A,17,2002,1.1,0,0,0,1,0,0,0.0,0.94,0.00,0.00,,0.1,0.1,0.08,-0.1,-0.1,Matches
Paolo Faragò,it ITA,DF,Cagliari,it Serie A,26,1993,12.9,1,0,0,12,3,0,25.0,0.93,0.23,0.08,0.33,1.5,1.5,0.12,-0.5,-0.5,Matches
Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,27,1991,33.9,4,0,0,40,11,0,27.5,1.18,0.32,0.10,0.36,4.3,4.3,0.11,-0.3,-0.3,Matches
Mohamed Fares,dz ALG,"MF,DF",SPAL,it Serie A,23,1996,3.3,0,0,0,4,1,0,25.0,1.21,0.30,0.00,0.00,0.1,0.1,0.02,-0.1,-0.1,Matches
Diego Farias,br BRA,"FW,MF",Lecce,it Serie A,29,1990,9.2,2,0,0,23,6,0,26.1,2.51,0.66,0.09,0.33,1.7,1.7,0.07,+0.3,+0.3,Matches
Ansu Fati,es ESP,"FW,DF",Barcelona,es La Liga,16,2002,11.4,7,0,0,33,12,0,36.4,2.89,1.05,0.21,0.58,3.8,3.8,0.11,+3.2,+3.2,Matches
Julien Faussurier,fr FRA,DF,Brest,fr Ligue 1,32,1987,22.0,2,0,0,10,5,0,50.0,0.45,0.23,0.20,0.40,0.6,0.6,0.06,+1.4,+1.4,Matches
Andrea Favilli,it ITA,FW,Genoa,it Serie A,22,1997,7.1,0,0,0,12,3,0,25.0,1.69,0.42,0.00,0.00,1.6,1.6,0.14,-1.6,-1.6,Matches
Federico Fazio,ar ARG,DF,Roma,it Serie A,32,1987,12.5,1,0,0,4,1,0,25.0,0.32,0.08,0.25,1.00,0.4,0.4,0.10,+0.6,+0.6,Matches
Aleix Febas,es ESP,MF,Mallorca,es La Liga,23,1996,18.8,0,0,0,8,3,0,37.5,0.43,0.16,0.00,0.00,0.6,0.6,0.07,-0.6,-0.6,Matches
Zouhair Feddal,ma MAR,DF,Betis,es La Liga,30,1989,15.9,1,0,0,9,3,0,33.3,0.57,0.19,0.11,0.33,0.7,0.7,0.08,+0.3,+0.3,Matches
Ljubomir Fejsa,rs SRB,MF,Alavés,es La Liga,30,1988,8.7,0,0,0,1,0,0,0.0,0.11,0.00,0.00,,0.0,0.0,0.01,0.0,0.0,Matches
Nabil Fekir,fr FRA,"MF,FW",Betis,es La Liga,26,1993,29.3,7,1,1,101,40,8,39.6,3.45,1.36,0.06,0.15,7.3,6.5,0.06,-0.3,-0.5,Matches
Felipe,br BRA,DF,Atlético Madrid,es La Liga,30,1989,23.4,1,0,0,20,5,0,25.0,0.86,0.21,0.05,0.20,1.3,1.3,0.06,-0.3,-0.3,Matches
Luiz Felipe,br BRA,DF,Lazio,it Serie A,22,1997,20.6,1,0,0,8,1,0,12.5,0.39,0.05,0.13,1.00,0.5,0.5,0.07,+0.5,+0.5,Matches
Lucas Felippe,br BRA,"MF,DF",Hellas Verona,it Serie A,19,2000,0.3,0,0,0,1,0,0,0.0,3.21,0.00,0.00,,0.0,0.0,0.05,0.0,0.0,Matches
Ohis Felix Uduokhai,de GER,DF,Augsburg,de Bundesliga,21,1997,21.8,0,0,0,5,0,0,0.0,0.23,0.00,0.00,,0.2,0.2,0.04,-0.2,-0.2,Matches
João Félix,pt POR,"FW,MF",Atlético Madrid,es La Liga,19,1999,19.4,6,0,0,64,18,2,28.1,3.30,0.93,0.09,0.33,7.8,7.8,0.12,-1.8,-1.8,Matches
Kiko Femenía,es ESP,DF,Watford,eng Premier League,28,1991,24.9,0,0,0,5,1,0,20.0,0.20,0.04,0.00,0.00,0.1,0.1,0.02,-0.1,-0.1,Matches
Zinedine Ferhat,dz ALG,"FW,MF",Nîmes,fr Ligue 1,26,1993,25.0,3,0,0,46,14,3,30.4,1.84,0.56,0.07,0.21,3.4,3.4,0.07,-0.4,-0.4,Matches
Bruno Fernandes,pt POR,MF,Manchester Utd,eng Premier League,24,1994,13.2,8,4,4,40,14,7,35.0,3.04,1.06,0.10,0.29,5.9,2.8,0.07,+2.1,+1.2,Matches
Edimilson Fernandes,ch SUI,"MF,DF",Mainz 05,de Bundesliga,23,1996,16.5,1,0,0,22,2,0,9.1,1.33,0.12,0.05,0.50,0.7,0.7,0.03,+0.3,+0.3,Matches
Gedson Fernandes,pt POR,"MF,DF",Tottenham,eng Premier League,20,1999,0.8,0,0,0,2,0,0,0.0,2.65,0.00,0.00,,0.1,0.1,0.03,-0.1,-0.1,Matches
Gelson Fernandes,ch SUI,MF,Eint Frankfurt,de Bundesliga,32,1986,8.6,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Matheus Fernandes,br BRA,MF,Valladolid,es La Liga,21,1998,1.8,0,0,0,3,0,,0.0,1.63,0.00,0.00,,,,,,,Matches
Aitor Fernández,es ESP,GK,Levante,es La Liga,28,1991,36.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Andrés Fernández,es ESP,GK,Villarreal,es La Liga,32,1986,4.3,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Carlos Fernández,es ESP,"FW,MF",Granada,es La Liga,23,1996,24.5,10,1,1,45,18,3,40.0,1.84,0.74,0.20,0.50,8.5,7.7,0.17,+1.5,+1.3,Matches
Federico Fernández,ar ARG,DF,Newcastle Utd,eng Premier League,30,1989,29.1,2,0,0,16,6,0,37.5,0.55,0.21,0.13,0.33,1.6,1.6,0.10,+0.4,+0.4,Matches
Gabriel Fernández,uy URU,"FW,MF",Celta Vigo,es La Liga,25,1994,6.2,1,0,0,7,3,0,42.9,1.12,0.48,0.14,0.33,1.0,1.0,0.14,0.0,0.0,Matches
Joaquín Fernández,es ESP,"MF,DF",Valladolid,es La Liga,23,1996,18.4,2,0,0,10,4,0,40.0,0.54,0.22,0.20,0.50,0.9,0.9,0.09,+1.1,+1.1,Matches
Fernandinho,br BRA,DF,Manchester City,eng Premier League,34,1985,26.6,0,0,0,17,2,0,11.8,0.64,0.08,0.00,0.00,1.1,1.1,0.07,-1.1,-1.1,Matches
Fernando,br BRA,MF,Sevilla,es La Liga,32,1987,29.5,2,0,0,14,6,0,42.9,0.47,0.20,0.14,0.33,2.3,2.3,0.16,-0.3,-0.3,Matches
Juan Ferney Otero,co COL,"FW,MF",Amiens,fr Ligue 1,24,1995,13.4,1,0,0,18,6,1,33.3,1.35,0.45,0.06,0.17,1.6,1.6,0.09,-0.6,-0.6,Matches
Alex Ferrari,it ITA,DF,Sampdoria,it Serie A,25,1994,11.2,0,0,0,4,1,0,25.0,0.36,0.09,0.00,0.00,0.5,0.5,0.11,-0.5,-0.5,Matches
Facundo Ferreyra,ar ARG,FW,Espanyol,es La Liga,28,1991,6.4,1,0,0,7,6,0,85.7,1.10,0.94,0.14,0.17,1.2,1.2,0.17,-0.2,-0.2,Matches
Jordan Ferri,fr FRA,MF,Montpellier,fr Ligue 1,27,1992,12.8,0,0,0,11,4,0,36.4,0.86,0.31,0.00,0.00,0.6,0.6,0.05,-0.6,-0.6,Matches
Oliver Fink,de GER,"MF,FW",Düsseldorf,de Bundesliga,37,1982,7.5,0,0,0,10,0,0,0.0,1.33,0.00,0.00,,0.8,0.8,0.08,-0.8,-0.8,Matches
Alfreð Finnbogason,is ISL,FW,Augsburg,de Bundesliga,30,1989,10.7,3,1,1,18,7,0,38.9,1.68,0.65,0.11,0.29,4.6,3.9,0.22,-1.6,-1.9,Matches
Roberto Firmino,br BRA,FW,Liverpool,eng Premier League,27,1991,33.2,9,0,0,100,37,0,37.0,3.01,1.11,0.09,0.24,13.6,13.6,0.14,-4.6,-4.6,Matches
Junior Firpo,es ESP,DF,Barcelona,es La Liga,22,1996,11.3,1,0,0,4,1,0,25.0,0.36,0.09,0.25,1.00,0.6,0.6,0.15,+0.4,+0.4,Matches
John Fleck,sco SCO,MF,Sheffield Utd,eng Premier League,27,1991,28.0,5,0,0,32,12,0,37.5,1.14,0.43,0.16,0.42,3.4,3.4,0.11,+1.6,+1.6,Matches
Mark Flekken,nl NED,GK,Freiburg,de Bundesliga,26,1993,10.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Sergio Floccari,it ITA,FW,SPAL,it Serie A,37,1981,10.5,1,0,0,17,5,0,29.4,1.62,0.48,0.06,0.20,1.3,1.3,0.08,-0.3,-0.3,Matches
Alessandro Florenzi,it ITA,"DF,FW",Roma,it Serie A,28,1991,11.1,0,0,0,14,2,0,14.3,1.26,0.18,0.00,0.00,0.6,0.6,0.04,-0.6,-0.6,Matches
Alessandro Florenzi,it ITA,DF,Valencia,es La Liga,28,1991,8.4,0,0,0,8,1,0,12.5,0.96,0.12,0.00,0.00,0.3,0.3,0.04,-0.3,-0.3,Matches
Phil Foden,eng ENG,"FW,MF",Manchester City,eng Premier League,19,2000,10.0,5,0,0,34,14,0,41.2,3.40,1.40,0.15,0.36,3.9,3.9,0.12,+1.1,+1.1,Matches
Mamadou Fofana,ml MLI,"DF,MF",Metz,fr Ligue 1,21,1998,17.6,0,0,0,10,0,0,0.0,0.57,0.00,0.00,,0.4,0.4,0.04,-0.4,-0.4,Matches
Seko Fofana,ci CIV,MF,Udinese,it Serie A,24,1995,23.9,3,0,0,44,13,0,29.5,1.84,0.54,0.07,0.23,2.6,2.6,0.06,+0.4,+0.4,Matches
Wesley Fofana,fr FRA,DF,Saint-Étienne,fr Ligue 1,18,2000,13.5,1,0,0,6,1,0,16.7,0.44,0.07,0.17,1.00,0.8,0.8,0.13,+0.2,+0.2,Matches
Youssouf Fofana,fr FRA,MF,Strasbourg,fr Ligue 1,20,1999,11.2,1,0,0,15,4,0,26.7,1.34,0.36,0.07,0.25,0.9,0.9,0.06,+0.1,+0.1,Matches
Youssouf Fofana,fr FRA,MF,Monaco,fr Ligue 1,20,1999,6.8,0,0,0,7,2,0,28.6,1.03,0.30,0.00,0.00,0.3,0.3,0.04,-0.3,-0.3,Matches
Thomas Foket,be BEL,DF,Reims,fr Ligue 1,24,1994,27.0,0,0,0,8,1,0,12.5,0.30,0.04,0.00,0.00,0.7,0.7,0.08,-0.7,-0.7,Matches
Lamine Fomba,fr FRA,MF,Nîmes,fr Ligue 1,21,1998,15.3,0,0,0,14,3,0,21.4,0.92,0.20,0.00,0.00,1.2,1.2,0.08,-1.2,-1.2,Matches
José Fonte,pt POR,DF,Lille,fr Ligue 1,35,1983,24.5,1,0,0,18,6,0,33.3,0.73,0.24,0.06,0.17,2.1,2.1,0.11,-1.1,-1.1,Matches
Pablo Fornals,es ESP,"MF,FW",West Ham,eng Premier League,23,1996,24.1,2,0,0,37,12,0,32.4,1.53,0.50,0.05,0.17,3.0,3.0,0.08,-1.0,-1.0,Matches
Emil Forsberg,se SWE,"MF,FW",RB Leipzig,de Bundesliga,27,1991,12.7,5,2,2,24,8,3,33.3,1.89,0.63,0.13,0.38,4.1,2.6,0.11,+0.9,+0.4,Matches
Hernâni Fortes,pt POR,"MF,FW",Levante,es La Liga,27,1991,7.3,2,0,0,22,9,0,40.9,3.03,1.24,0.09,0.22,1.5,1.5,0.07,+0.5,+0.5,Matches
Ben Foster,eng ENG,GK,Watford,eng Premier League,36,1983,38.0,0,0,0,1,1,0,100.0,0.03,0.03,0.00,0.00,0.1,0.1,0.07,-0.1,-0.1,Matches
Lyle Foster,za RSA,FW,Monaco,fr Ligue 1,18,2000,0.7,0,0,0,2,0,0,0.0,2.90,0.00,0.00,,0.2,0.2,0.12,-0.2,-0.2,Matches
Timothy Fosu-Mensah,nl NED,DF,Manchester Utd,eng Premier League,21,1998,1.5,0,0,0,1,0,0,0.0,0.66,0.00,0.00,,0.1,0.1,0.07,-0.1,-0.1,Matches
Dimitri Foulquier,fr FRA,"MF,DF",Watford,eng Premier League,26,1993,0.7,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Dimitri Foulquier,fr FRA,DF,Granada,es La Liga,26,1993,12.4,1,0,0,5,2,0,40.0,0.40,0.16,0.20,0.50,0.2,0.2,0.05,+0.8,+0.8,Matches
Juan Foyth,ar ARG,DF,Tottenham,eng Premier League,21,1998,0.8,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
Raphael Framberger,de GER,DF,Augsburg,de Bundesliga,23,1995,13.1,0,0,0,1,0,0,0.0,0.08,0.00,0.00,,0.3,0.3,0.28,-0.3,-0.3,Matches
