player,nationality,position,squad,comp_level,age,birth_year,games,header_playing_games_starts,header_playing_minutes,header_playing_goals,header_performance_assists,header_performance_pens_made,header_performance_pens_att,header_performance_cards_yellow,header_performance_cards_red,header_performance_goals_per90,header_per90_assists_per90,header_per90_goals_assists_per90,header_per90_goals_pens_per90,header_per90_goals_assists_pens_per90,header_per90_xg,header_expected_npxg,header_expected_xa,header_expected_xg_per90,header_per90_xa_per90,header_per90_xg_xa_per90,header_per90_npxg_per90,header_per90_npxg_xa_per90,header_per90_matches
Kenedy,br BRA,"MF,DF",Getafe,es La Liga,23,1996,19,3,586,1,3,0,0,2,0,0.15,0.46,0.61,0.15,0.61,0.8,0.8,1.0,0.12,0.15,0.27,0.12,0.27,Matches
Jonjoe Kenny,eng ENG,DF,Schalke 04,de Bundesliga,22,1997,31,31,"2,717",2,3,0,0,5,0,0.07,0.10,0.17,0.07,0.17,1.0,1.0,1.1,0.03,0.04,0.07,0.03,0.07,Matches
Franck Kessié,ci CIV,MF,Milan,it Serie A,22,1996,33,31,"2,736",4,1,2,2,3,0,0.13,0.03,0.16,0.07,0.10,4.2,2.7,2.6,0.14,0.08,0.22,0.09,0.17,Matches
Saîf-Eddine Khaoui,tn TUN,"MF,FW",Marseille,fr Ligue 1,24,1995,7,0,106,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.22,0.13,0.35,0.22,0.35,Matches
Wahbi Khazri,tn TUN,"FW,MF",Saint-Étienne,fr Ligue 1,28,1991,16,13,"1,149",3,2,1,1,4,0,0.23,0.16,0.39,0.16,0.31,3.8,3.0,1.4,0.30,0.11,0.41,0.24,0.35,Matches
Rani Khedira,de GER,MF,Augsburg,de Bundesliga,25,1994,32,32,"2,649",0,2,0,0,8,0,0.00,0.07,0.07,0.00,0.07,0.7,0.7,1.1,0.02,0.04,0.06,0.02,0.06,Matches
Sami Khedira,de GER,MF,Juventus,it Serie A,32,1987,12,9,681,0,1,0,0,3,0,0.00,0.13,0.13,0.00,0.13,1.3,1.3,0.6,0.17,0.08,0.25,0.17,0.25,Matches
Kike,es ESP,FW,Eibar,es La Liga,29,1989,27,20,"1,767",5,1,0,0,2,0,0.25,0.05,0.31,0.25,0.31,6.6,6.6,0.8,0.34,0.04,0.37,0.34,0.37,Matches
Luca Kilian,de GER,DF,Paderborn 07,de Bundesliga,19,1999,15,14,"1,261",0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.00,0.01,0.01,0.00,0.01,Matches
Max Kilman,eng ENG,DF,Wolves,eng Premier League,22,1997,3,2,185,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Joshua Kimmich,de GER,"MF,DF",Bayern Munich,de Bundesliga,24,1995,33,32,"2,818",4,7,0,0,7,0,0.13,0.22,0.35,0.13,0.35,1.4,1.4,8.2,0.04,0.26,0.31,0.04,0.31,Matches
Presnel Kimpembe,fr FRA,DF,Paris S-G,fr Ligue 1,23,1995,16,14,"1,225",0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.03,0.01,0.04,0.03,0.04,Matches
Joshua King,no NOR,"FW,MF",Bournemouth,eng Premier League,27,1992,26,24,"2,011",6,4,3,3,0,0,0.27,0.18,0.45,0.13,0.31,6.8,4.5,3.9,0.30,0.18,0.48,0.20,0.38,Matches
Giorgos Kiriakopoulos,gr GRE,DF,Sassuolo,it Serie A,23,1996,25,17,"1,631",0,1,0,0,4,0,0.00,0.06,0.06,0.00,0.06,0.7,0.7,0.6,0.04,0.04,0.08,0.04,0.08,Matches
Simon Kjær,dk DEN,DF,Atalanta,it Serie A,30,1989,5,3,292,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.02,0.00,0.02,0.02,0.02,Matches
Simon Kjær,dk DEN,DF,Milan,it Serie A,30,1989,13,13,"1,072",0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.03,0.00,0.03,0.03,0.03,Matches
Davy Klaassen,nl NED,MF,Werder Bremen,de Bundesliga,26,1993,33,33,"2,936",7,5,1,3,7,0,0.21,0.15,0.37,0.18,0.34,7.2,4.8,3.4,0.22,0.10,0.32,0.15,0.25,Matches
Felix Klaus,de GER,"FW,MF",Wolfsburg,de Bundesliga,26,1992,23,6,670,0,1,0,0,0,1,0.00,0.13,0.13,0.00,0.13,1.7,1.7,1.4,0.23,0.19,0.42,0.23,0.42,Matches
Ragnar Klavan,ee EST,DF,Cagliari,it Serie A,33,1985,29,24,"2,203",0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.6,0.02,0.02,0.04,0.02,0.04,Matches
Timm Klose,ch SUI,DF,Norwich City,eng Premier League,31,1988,7,7,585,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.06,0.00,0.06,0.06,0.06,Matches
Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,23,1996,31,31,"2,643",3,1,0,0,1,0,0.10,0.03,0.14,0.10,0.14,2.8,2.8,1.7,0.10,0.06,0.15,0.10,0.15,Matches
Justin Kluivert,nl NED,FW,Roma,it Serie A,20,1999,21,19,"1,496",4,1,0,0,6,1,0.24,0.06,0.30,0.24,0.30,2.8,2.8,1.3,0.17,0.08,0.25,0.17,0.25,Matches
Lukas Klünter,de GER,DF,Hertha BSC,de Bundesliga,23,1996,23,20,"1,878",0,2,0,0,5,0,0.00,0.10,0.10,0.00,0.10,0.2,0.2,1.8,0.01,0.09,0.10,0.01,0.10,Matches
Robin Knoche,de GER,DF,Wolfsburg,de Bundesliga,27,1992,21,17,"1,594",1,0,0,0,2,0,0.06,0.00,0.06,0.06,0.06,0.5,0.5,0.1,0.03,0.01,0.04,0.03,0.04,Matches
Robin Koch,de GER,"DF,MF",Freiburg,de Bundesliga,23,1996,32,31,"2,705",1,0,0,0,3,0,0.03,0.00,0.03,0.03,0.03,2.8,2.8,1.6,0.09,0.05,0.15,0.09,0.15,Matches
Giorgi Kochorashvili,ge GEO,MF,Levante,es La Liga,20,1999,1,0,2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Jonathan Kodjia,ci CIV,"FW,MF",Aston Villa,eng Premier League,29,1989,6,0,117,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.04,0.00,0.04,0.04,0.04,Matches
Kenan Kodro,ba BIH,"FW,MF",Athletic Club,es La Liga,25,1993,12,4,364,1,0,0,0,0,0,0.25,0.00,0.25,0.25,0.25,0.2,0.2,0.0,0.06,0.00,0.06,0.06,0.06,Matches
Dominik Kohr,de GER,MF,Eint Frankfurt,de Bundesliga,25,1994,26,16,"1,445",0,3,0,0,5,1,0.00,0.19,0.19,0.00,0.19,1.2,1.2,1.2,0.08,0.07,0.15,0.08,0.15,Matches
Koke,es ESP,MF,Atlético Madrid,es La Liga,27,1992,32,30,"2,698",4,5,0,0,5,0,0.13,0.17,0.30,0.13,0.30,2.5,2.3,5.3,0.08,0.18,0.26,0.08,0.26,Matches
Aleksandar Kolarov,rs SRB,DF,Roma,it Serie A,33,1985,31,29,"2,642",7,3,2,4,6,0,0.24,0.10,0.34,0.17,0.27,6.9,3.8,4.3,0.23,0.15,0.38,0.13,0.28,Matches
Sead Kolašinac,ba BIH,DF,Arsenal,eng Premier League,26,1993,26,19,"1,701",0,2,0,0,4,0,0.00,0.11,0.11,0.00,0.11,0.8,0.8,1.0,0.04,0.05,0.10,0.04,0.10,Matches
Timothée Kolodziejczak,fr FRA,DF,Saint-Étienne,fr Ligue 1,27,1991,15,14,"1,305",0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.01,0.02,0.03,0.01,0.03,Matches
Ghislain Konan,ci CIV,DF,Reims,fr Ligue 1,23,1995,16,15,"1,333",0,1,0,0,2,1,0.00,0.07,0.07,0.00,0.07,0.0,0.0,1.0,0.00,0.07,0.07,0.00,0.07,Matches
Ibrahima Konaté,fr FRA,DF,RB Leipzig,de Bundesliga,20,1999,8,6,569,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.01,0.02,0.03,0.01,0.03,Matches
Moussa Konaté,sn SEN,FW,Amiens,fr Ligue 1,26,1993,12,6,614,2,0,0,1,0,0,0.29,0.00,0.29,0.29,0.29,1.8,1.0,0.1,0.27,0.01,0.28,0.14,0.15,Matches
Geoffrey Kondogbia,cf CTA,MF,Valencia,es La Liga,26,1993,27,21,"1,807",1,1,0,0,5,0,0.05,0.05,0.10,0.05,0.10,1.2,1.2,0.2,0.06,0.01,0.07,0.06,0.07,Matches
Kouadio Koné,fr FRA,MF,Toulouse,fr Ligue 1,18,2001,13,11,875,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.02,0.01,0.04,0.02,0.04,Matches
Lamine Koné,ci CIV,DF,Strasbourg,fr Ligue 1,30,1989,18,17,"1,473",1,0,0,0,4,0,0.06,0.00,0.06,0.06,0.06,0.6,0.6,0.4,0.03,0.02,0.06,0.03,0.06,Matches
Moussa Koné,sn SEN,FW,Nîmes,fr Ligue 1,22,1996,5,1,140,2,0,0,0,0,0,1.29,0.00,1.29,1.29,1.29,1.3,1.3,0.1,0.81,0.04,0.85,0.81,0.85,Matches
Youssouf Koné,ml MLI,DF,Lyon,fr Ligue 1,24,1995,11,10,818,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.6,0.00,0.07,0.07,0.00,0.07,Matches
Ezri Konsa,eng ENG,DF,Aston Villa,eng Premier League,21,1998,25,24,"2,039",1,2,0,0,3,0,0.04,0.09,0.13,0.04,0.13,1.6,1.6,0.5,0.07,0.02,0.09,0.07,0.09,Matches
Pascal Köpke,de GER,FW,Hertha BSC,de Bundesliga,23,1995,4,1,121,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.1,0.61,0.05,0.67,0.61,0.67,Matches
Laurent Koscielny,fr FRA,DF,Bordeaux,fr Ligue 1,33,1985,25,25,"2,183",0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.6,0.02,0.02,0.04,0.02,0.04,Matches
Filip Kostić,rs SRB,"DF,MF",Eint Frankfurt,de Bundesliga,26,1992,33,33,"2,958",4,11,0,0,4,0,0.12,0.33,0.46,0.12,0.46,6.1,6.1,9.5,0.18,0.29,0.47,0.18,0.47,Matches
Christian Kouamé,ci CIV,FW,Fiorentina,it Serie A,21,1997,5,3,241,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.4,1.4,0.1,0.52,0.05,0.57,0.52,0.57,Matches
Christian Kouamé,ci CIV,FW,Genoa,it Serie A,21,1997,11,10,915,5,2,0,0,1,0,0.49,0.20,0.69,0.49,0.69,1.7,1.7,1.2,0.17,0.12,0.29,0.17,0.29,Matches
Nianzou Kouassi,fr FRA,"DF,MF",Paris S-G,fr Ligue 1,17,2002,6,4,452,2,0,0,0,1,0,0.40,0.00,0.40,0.40,0.40,0.4,0.4,0.2,0.08,0.04,0.12,0.08,0.12,Matches
Tomáš Koubek,cz CZE,GK,Augsburg,de Bundesliga,26,1992,24,24,"2,160",0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.00,0.00,0.00,0.00,Matches
Kalidou Koulibaly,sn SEN,DF,Napoli,it Serie A,28,1991,23,22,"1,925",0,0,0,0,6,1,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.6,0.04,0.03,0.07,0.04,0.07,Matches
Efthimis Koulouris,gr GRE,FW,Toulouse,fr Ligue 1,23,1996,24,17,"1,541",4,2,0,0,1,0,0.23,0.12,0.35,0.23,0.35,4.4,4.4,1.3,0.26,0.08,0.34,0.26,0.34,Matches
Jules Koundé,fr FRA,DF,Sevilla,es La Liga,20,1998,29,25,"2,309",1,1,0,0,6,0,0.04,0.04,0.08,0.04,0.08,2.2,2.2,0.6,0.08,0.02,0.11,0.08,0.11,Matches
Leonardo Koutris,gr GRE,DF,Mallorca,es La Liga,24,1995,2,1,93,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.00,0.17,0.17,0.00,0.17,Matches
Cheikhou Kouyaté,sn SEN,"MF,DF",Crystal Palace,eng Premier League,29,1989,35,29,"2,528",1,1,0,0,4,0,0.04,0.04,0.07,0.04,0.07,1.9,1.9,0.9,0.07,0.03,0.10,0.07,0.10,Matches
Mateo Kovačić,hr CRO,MF,Chelsea,eng Premier League,25,1994,31,23,"2,073",1,3,0,0,8,0,0.04,0.13,0.17,0.04,0.17,1.2,1.2,2.0,0.05,0.09,0.14,0.05,0.14,Matches
Dawid Kownacki,pl POL,"FW,MF",Düsseldorf,de Bundesliga,22,1997,20,11,"1,093",0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,1.9,1.9,0.7,0.16,0.06,0.22,0.16,0.22,Matches
İsmail Köybaşı,tr TUR,"DF,FW",Granada,es La Liga,30,1989,4,3,231,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.01,0.09,0.10,0.01,0.10,Matches
Thomas Kraft,de GER,GK,Hertha BSC,de Bundesliga,31,1988,4,4,360,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Emil Krafth,se SWE,DF,Newcastle Utd,eng Premier League,24,1994,17,11,"1,020",0,1,0,0,0,0,0.00,0.09,0.09,0.00,0.09,0.3,0.3,0.4,0.02,0.03,0.06,0.02,0.06,Matches
Andrej Kramarić,hr CRO,"FW,MF",Hoffenheim,de Bundesliga,28,1991,19,14,"1,422",12,2,2,2,3,0,0.76,0.13,0.89,0.63,0.76,9.5,8.0,3.1,0.60,0.20,0.80,0.51,0.71,Matches
Christoph Kramer,de GER,MF,M'gladbach,de Bundesliga,28,1991,22,17,"1,464",0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.5,0.03,0.03,0.06,0.03,0.06,Matches
Tom Krauß,de GER,MF,RB Leipzig,de Bundesliga,18,2001,1,0,4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Ladislav Krejčí,cz CZE,DF,Bologna,it Serie A,27,1992,14,11,"1,051",1,0,0,0,1,0,0.09,0.00,0.09,0.09,0.09,0.3,0.3,0.5,0.02,0.05,0.07,0.02,0.07,Matches
Rene Krhin,si SVN,"DF,MF",Nantes,fr Ligue 1,29,1990,8,4,327,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
Felix Kroos,de GER,MF,Union Berlin,de Bundesliga,28,1991,15,3,378,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.2,0.11,0.06,0.16,0.11,0.16,Matches
Toni Kroos,de GER,MF,Real Madrid,es La Liga,29,1990,35,31,"2,652",4,5,0,0,2,0,0.14,0.17,0.31,0.14,0.31,2.9,2.9,4.4,0.10,0.15,0.25,0.10,0.25,Matches
Tim Krul,nl NED,GK,Norwich City,eng Premier League,31,1988,36,36,"3,240",0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Rade Krunić,ba BIH,MF,Milan,it Serie A,25,1993,15,4,537,0,1,0,0,3,0,0.00,0.17,0.17,0.00,0.17,0.4,0.4,1.0,0.07,0.17,0.24,0.07,0.24,Matches
Lukas Kübler,de GER,DF,Freiburg,de Bundesliga,26,1992,5,3,209,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02,Matches
Takefusa Kubo,jp JPN,"MF,FW",Mallorca,es La Liga,18,2001,35,23,"2,312",4,4,0,0,4,0,0.16,0.16,0.31,0.16,0.31,3.0,3.0,3.0,0.12,0.12,0.23,0.12,0.23,Matches
Juraj Kucka,sk SVK,"MF,FW",Parma,it Serie A,32,1987,25,21,"1,842",6,3,2,2,4,1,0.29,0.15,0.44,0.20,0.34,4.7,3.2,1.9,0.23,0.09,0.32,0.16,0.25,Matches
Dejan Kulusevski,se SWE,"FW,MF",Parma,it Serie A,19,2000,34,31,"2,770",9,8,1,1,3,0,0.29,0.26,0.55,0.26,0.52,6.1,5.4,7.3,0.20,0.24,0.44,0.17,0.41,Matches
Marash Kumbulla,al ALB,DF,Hellas Verona,it Serie A,19,2000,25,25,"1,950",1,0,0,0,7,1,0.05,0.00,0.05,0.05,0.05,1.5,1.5,0.1,0.07,0.00,0.07,0.07,0.07,Matches
Pierre Kunde,cm CMR,MF,Mainz 05,de Bundesliga,24,1995,28,22,"1,866",4,0,0,0,6,0,0.19,0.00,0.19,0.19,0.19,3.1,3.1,2.0,0.15,0.09,0.25,0.15,0.25,Matches
Jasmin Kurtić,si SVN,MF,SPAL,it Serie A,30,1989,16,16,"1,409",2,0,0,0,5,0,0.13,0.00,0.13,0.13,0.13,2.0,2.0,2.1,0.13,0.13,0.26,0.13,0.26,Matches
Jasmin Kurtić,si SVN,"MF,FW",Parma,it Serie A,30,1989,18,16,"1,484",2,1,0,0,4,0,0.12,0.06,0.18,0.12,0.18,0.9,0.9,1.7,0.06,0.10,0.16,0.06,0.16,Matches
Layvin Kurzawa,fr FRA,DF,Paris S-G,fr Ligue 1,26,1992,14,9,858,1,0,0,0,4,0,0.10,0.00,0.10,0.10,0.10,0.6,0.6,0.2,0.07,0.02,0.09,0.07,0.09,Matches
Dereck Kutesa,ch SUI,"FW,MF",Reims,fr Ligue 1,21,1997,14,4,528,1,0,0,0,0,0,0.17,0.00,0.17,0.17,0.17,0.2,0.2,0.3,0.04,0.05,0.09,0.04,0.09,Matches
Ahmed Kutucu,tr TUR,"FW,MF",Schalke 04,de Bundesliga,19,2000,25,3,679,3,2,0,0,2,0,0.40,0.27,0.66,0.40,0.66,1.6,1.6,1.4,0.22,0.18,0.40,0.22,0.40,Matches
Enock Kwateng,fr FRA,DF,Bordeaux,fr Ligue 1,22,1997,14,13,983,0,1,0,0,4,0,0.00,0.09,0.09,0.00,0.09,0.3,0.3,0.3,0.03,0.03,0.06,0.03,0.06,Matches
Antonino La Gumina,it ITA,FW,Sampdoria,it Serie A,23,1996,5,2,186,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.19,0.07,0.26,0.19,0.26,Matches
Andrea La Mantia,it ITA,FW,Lecce,it Serie A,28,1991,12,6,553,2,0,0,0,1,0,0.33,0.00,0.33,0.33,0.33,3.4,3.4,0.2,0.55,0.03,0.59,0.55,0.59,Matches
Gaëtan Laborde,fr FRA,FW,Montpellier,fr Ligue 1,25,1994,28,27,"2,237",6,5,0,0,1,0,0.24,0.20,0.44,0.24,0.44,8.3,8.3,2.7,0.34,0.11,0.45,0.34,0.45,Matches
Alexandre Lacazette,fr FRA,FW,Arsenal,eng Premier League,28,1991,30,22,"1,874",10,4,0,0,8,0,0.48,0.19,0.67,0.48,0.67,8.1,8.1,2.9,0.39,0.14,0.53,0.39,0.53,Matches
Riccardo Ladinetti,it ITA,MF,Cagliari,it Serie A,18,2000,2,1,98,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.09,0.09,0.00,0.09,Matches
Alban Lafont,fr FRA,GK,Nantes,fr Ligue 1,20,1999,27,27,"2,430",0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.00,0.00,0.00,0.00,Matches
Víctor Laguardia,es ESP,DF,Alavés,es La Liga,29,1989,31,31,"2,654",1,2,0,0,9,1,0.03,0.07,0.10,0.03,0.10,0.8,0.8,0.8,0.03,0.03,0.05,0.03,0.05,Matches
Jack Lahne,se SWE,FW,Amiens,fr Ligue 1,17,2001,1,0,9,1,0,0,0,0,0,10.00,0.00,10.00,10.00,10.00,0.3,0.3,0.0,3.48,0.00,3.48,3.48,3.48,Matches
Konrad Laimer,at AUT,MF,RB Leipzig,de Bundesliga,22,1997,29,26,"2,115",2,6,0,0,8,1,0.09,0.26,0.34,0.09,0.34,0.7,0.7,2.6,0.03,0.11,0.14,0.03,0.14,Matches
Stefan Lainer,at AUT,DF,M'gladbach,de Bundesliga,26,1992,31,31,"2,710",1,3,0,0,9,0,0.03,0.10,0.13,0.03,0.13,1.2,1.2,3.9,0.04,0.13,0.17,0.04,0.17,Matches
Diego Lainez,mx MEX,"MF,FW",Betis,es La Liga,19,2000,15,2,348,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.05,0.01,0.06,0.05,0.06,Matches
Kenny Lala,fr FRA,DF,Strasbourg,fr Ligue 1,27,1991,25,22,"2,043",2,1,2,2,1,0,0.09,0.04,0.13,0.00,0.04,2.9,1.3,2.7,0.13,0.12,0.25,0.06,0.18,Matches
Adam Lallana,eng ENG,"MF,FW",Liverpool,eng Premier League,31,1988,15,3,382,1,1,0,0,1,0,0.24,0.24,0.47,0.24,0.47,1.1,1.1,0.6,0.25,0.14,0.39,0.25,0.39,Matches
Érik Lamela,ar ARG,"MF,FW",Tottenham,eng Premier League,27,1992,25,12,"1,215",2,1,0,0,3,0,0.15,0.07,0.22,0.15,0.22,2.8,2.8,1.6,0.21,0.12,0.32,0.21,0.32,Matches
Tariq Lamptey,eng ENG,DF,Chelsea,eng Premier League,18,2000,1,0,32,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.38,0.38,0.00,0.38,Matches
Tariq Lamptey,eng ENG,DF,Brighton,eng Premier League,18,2000,8,7,588,0,1,0,0,2,0,0.00,0.15,0.15,0.00,0.15,0.1,0.1,0.6,0.01,0.10,0.11,0.01,0.11,Matches
Loïck Landre,fr FRA,DF,Nîmes,fr Ligue 1,27,1992,11,10,929,1,0,0,0,2,0,0.10,0.00,0.10,0.10,0.10,1.0,1.0,0.1,0.10,0.01,0.11,0.10,0.11,Matches
Michael Lang,ch SUI,DF,Werder Bremen,de Bundesliga,28,1991,9,6,544,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.6,0.06,0.10,0.16,0.06,0.16,Matches
Sebastian Langkamp,de GER,DF,Werder Bremen,de Bundesliga,31,1988,5,3,314,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.12,0.00,0.12,0.12,0.12,Matches
Henri Lansbury,eng ENG,MF,Aston Villa,eng Premier League,28,1990,10,2,195,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.05,0.03,0.08,0.05,0.08,Matches
Manuel Lanzini,ar ARG,"MF,FW",West Ham,eng Premier League,26,1993,24,14,"1,379",0,2,0,0,1,0,0.00,0.13,0.13,0.00,0.13,2.1,2.1,2.4,0.13,0.15,0.29,0.13,0.29,Matches
Gianluca Lapadula,it ITA,FW,Lecce,it Serie A,29,1990,23,18,"1,612",9,0,2,2,7,1,0.50,0.00,0.50,0.39,0.39,9.9,8.4,1.5,0.55,0.08,0.64,0.47,0.55,Matches
Aymeric Laporte,fr FRA,DF,Manchester City,eng Premier League,25,1994,15,14,"1,097",1,0,0,0,1,0,0.08,0.00,0.08,0.08,0.08,0.4,0.4,0.1,0.03,0.00,0.04,0.03,0.04,Matches
Danilo Larangeira,br BRA,DF,Bologna,it Serie A,35,1984,28,28,"2,465",2,0,0,0,11,1,0.07,0.00,0.07,0.07,0.07,0.5,0.5,0.3,0.02,0.01,0.03,0.02,0.03,Matches
Larra,es ESP,"FW,MF",Athletic Club,es La Liga,21,1997,10,2,250,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.02,0.02,0.05,0.02,0.05,Matches
Gautier Larsonneur,fr FRA,GK,Brest,fr Ligue 1,22,1997,27,27,"2,397",0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Kevin Lasagna,it ITA,FW,Udinese,it Serie A,26,1992,34,27,"2,442",10,0,0,0,1,0,0.37,0.00,0.37,0.37,0.37,10.0,10.0,1.7,0.37,0.06,0.43,0.37,0.43,Matches
Jamaal Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,25,1993,24,24,"2,076",1,0,0,0,5,0,0.04,0.00,0.04,0.04,0.04,0.4,0.4,0.1,0.02,0.01,0.02,0.02,0.02,Matches
Paul Lasne,fr FRA,"MF,FW",Brest,fr Ligue 1,30,1989,19,14,"1,224",2,1,0,0,1,0,0.15,0.07,0.22,0.15,0.22,1.1,1.1,1.5,0.08,0.11,0.19,0.08,0.19,Matches
Toni Lato,es ESP,"DF,MF",Osasuna,es La Liga,21,1997,8,6,470,1,0,0,0,3,0,0.19,0.00,0.19,0.19,0.19,0.3,0.3,0.3,0.06,0.06,0.12,0.06,0.12,Matches
Danny Latza,de GER,MF,Mainz 05,de Bundesliga,29,1989,23,15,"1,373",0,2,0,0,7,0,0.00,0.13,0.13,0.00,0.13,1.0,1.0,1.6,0.07,0.11,0.17,0.07,0.17,Matches
Vincent Laurini,fr FRA,DF,Parma,it Serie A,30,1989,14,9,831,0,2,0,0,4,0,0.00,0.22,0.22,0.00,0.22,0.0,0.0,0.9,0.00,0.10,0.10,0.00,0.10,Matches
Wesley Lautoa,nc NCL,"MF,DF",Dijon,fr Ligue 1,31,1987,23,21,"1,869",0,1,0,0,3,0,0.00,0.05,0.05,0.00,0.05,0.7,0.7,0.3,0.03,0.02,0.05,0.03,0.05,Matches
Diego Laxalt,uy URU,"DF,MF",Torino,it Serie A,26,1993,16,4,596,0,1,0,0,3,0,0.00,0.15,0.15,0.00,0.15,0.2,0.2,0.5,0.03,0.07,0.10,0.03,0.10,Matches
Diego Laxalt,uy URU,DF,Milan,it Serie A,26,1993,4,1,172,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.01,0.06,0.07,0.01,0.07,Matches
Valentino Lazaro,at AUT,"DF,MF",Newcastle Utd,eng Premier League,23,1996,13,4,480,1,0,0,0,0,1,0.19,0.00,0.19,0.19,0.19,0.5,0.5,0.2,0.09,0.04,0.14,0.09,0.14,Matches
Valentino Lazaro,at AUT,"DF,MF",Inter,it Serie A,23,1996,6,3,323,0,1,0,0,2,0,0.00,0.28,0.28,0.00,0.28,0.1,0.1,1.3,0.04,0.36,0.39,0.04,0.39,Matches
Darko Lazović,rs SRB,DF,Hellas Verona,it Serie A,28,1990,36,35,"3,059",3,6,0,0,4,0,0.09,0.18,0.26,0.09,0.26,2.3,2.2,7.6,0.07,0.22,0.29,0.06,0.29,Matches
Manuel Lazzari,it ITA,DF,Lazio,it Serie A,25,1993,30,27,"2,411",0,3,0,0,5,0,0.00,0.11,0.11,0.00,0.11,1.3,1.3,3.5,0.05,0.13,0.18,0.05,0.18,Matches
Mickaël Le Bihan,fr FRA,FW,Nice,fr Ligue 1,29,1990,2,1,100,0,1,0,0,1,0,0.00,0.90,0.90,0.00,0.90,0.1,0.1,0.1,0.07,0.12,0.19,0.07,0.19,Matches
Robin Le Normand,fr FRA,DF,Real Sociedad,es La Liga,22,1996,31,25,"2,394",1,0,0,0,6,0,0.04,0.00,0.04,0.04,0.04,1.0,1.0,0.3,0.04,0.01,0.05,0.04,0.05,Matches
