player,nationality,position,squad,comp_level,age,birth_year,minutes_90s,header_performance_cards_yellow,header_performance_cards_red,header_performance_cards_yellow_red,header_performance_fouls,header_performance_fouled,header_performance_offsides,header_performance_crosses,header_performance_interceptions,header_performance_tackles_won,header_performance_pens_won,header_performance_pens_conceded,header_performance_own_goals,header_performance_ball_recoveries,header_aerials_aerials_won,header_aerials_aerials_lost,header_aerials_aerials_won_pct,matches
Jean-Kevin Duverne,fr FRA,DF,Brest,fr Ligue 1,22,1997,13.1,0,0,0,10,9,0,0,21,11,0,1,0,154,23,26,46.9,Matches
Paulo Dybala,ar ARG,"FW,MF",Juventus,it Serie A,25,1993,23.9,5,0,0,24,54,6,106,13,18,3,0,0,126,3,9,25.0,Matches
Edin Džeko,ba BIH,FW,Roma,it Serie A,33,1986,30.7,4,0,0,38,46,15,20,6,10,3,0,0,128,134,73,64.7,Matches
Blerim Džemaili,ch SUI,MF,Bologna,it Serie A,33,1986,7.8,2,0,0,11,17,0,4,7,16,0,0,0,75,4,3,57.1,Matches
Bruno Ecuele Manga,ga GAB,DF,Dijon,fr Ligue 1,31,1988,28.0,2,0,0,10,15,0,2,42,20,0,0,0,272,85,32,72.6,Matches
Simone Edera,it ITA,"MF,FW",Torino,it Serie A,22,1997,4.4,4,1,1,13,5,0,13,1,7,1,0,0,25,3,11,21.4,Matches
Ederson,br BRA,GK,Manchester City,eng Premier League,25,1993,34.1,3,1,0,2,2,0,0,2,1,0,0,0,155,0,0,,Matches
John Egan,ie IRL,DF,Sheffield Utd,eng Premier League,26,1992,35.4,5,1,1,33,20,1,2,56,27,0,1,0,370,140,57,71.1,Matches
Johannes Eggestein,de GER,"MF,FW",Werder Bremen,de Bundesliga,21,1998,5.7,3,1,1,8,6,1,13,3,5,0,0,0,57,2,12,14.3,Matches
Maximilian Eggestein,de GER,"MF,DF",Werder Bremen,de Bundesliga,22,1996,31.7,6,0,0,34,39,0,21,37,32,0,0,0,320,34,43,44.2,Matches
Kingsley Ehizibue,nl NED,DF,Köln,de Bundesliga,24,1995,25.9,6,1,0,54,35,3,71,39,51,0,1,0,202,42,23,64.6,Matches
Albin Ekdal,se SWE,MF,Sampdoria,it Serie A,30,1989,26.5,8,0,0,43,56,0,9,31,44,2,0,0,299,30,21,58.8,Matches
Harvey Elliot,eng ENG,DF,Liverpool,eng Premier League,16,2003,0.1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,,Matches
Elif Elmas,mk MKD,MF,Napoli,it Serie A,19,1999,11.5,6,0,0,29,16,0,3,9,10,0,0,0,80,2,14,12.5,Matches
Ilay Elmkies,il ISR,MF,Hoffenheim,de Bundesliga,19,2000,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,Matches
Ahmed Elmohamady,eg EGY,DF,Aston Villa,eng Premier League,31,1987,11.5,1,0,0,13,5,2,58,13,17,0,0,0,114,25,20,55.6,Matches
Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,25,1994,16.8,4,0,0,12,9,0,6,16,13,0,0,0,185,72,30,70.6,Matches
Nico Elvedi,ch SUI,DF,M'gladbach,de Bundesliga,22,1996,29.1,5,0,0,22,19,1,1,65,37,0,1,0,346,93,62,60.0,Matches
Rodrigo Ely,br BRA,DF,Alavés,es La Liga,25,1993,23.6,9,1,0,34,12,2,2,39,16,0,0,0,268,81,34,70.4,Matches
Adri Embarba,es ESP,"MF,FW",Espanyol,es La Liga,27,1992,15.2,4,0,0,24,27,1,110,16,18,0,0,0,107,12,38,24.0,Matches
Breel Embolo,ch SUI,"FW,MF",M'gladbach,de Bundesliga,22,1997,17.2,4,0,0,42,47,13,5,8,15,2,0,0,95,18,42,30.0,Matches
Emerson,br BRA,DF,Betis,es La Liga,20,1999,31.5,11,0,0,46,94,1,80,33,45,0,0,0,237,65,37,63.7,Matches
Renaud Emond,be BEL,"FW,MF",Nantes,fr Ligue 1,27,1991,3.2,1,0,0,4,6,0,0,0,4,0,0,0,14,14,20,41.2,Matches
Alan Empereur,br BRA,DF,Hellas Verona,it Serie A,25,1994,9.5,3,0,0,18,9,0,2,25,13,0,1,0,96,27,18,60.0,Matches
Youssef En-Nesyri,ma MAR,FW,Leganés,es La Liga,22,1997,15.4,2,0,0,21,19,17,10,4,5,1,0,0,61,60,91,39.7,Matches
Youssef En-Nesyri,ma MAR,FW,Sevilla,es La Liga,22,1997,8.8,1,0,0,16,11,12,6,5,6,0,0,0,27,37,43,46.3,Matches
Björn Engels,be BEL,DF,Aston Villa,eng Premier League,24,1994,16.1,1,0,0,5,5,1,2,29,4,0,2,0,128,58,28,67.4,Matches
Sergi Enrich,es ESP,FW,Eibar,es La Liga,29,1990,20.7,6,0,0,60,23,17,8,10,17,0,0,0,105,100,170,37.0,Matches
Javier Eraso,es ESP,"MF,FW",Leganés,es La Liga,29,1990,9.1,3,0,0,18,15,3,34,8,8,0,0,0,59,10,25,28.6,Matches
Christian Eriksen,dk DEN,"MF,FW",Tottenham,eng Premier League,27,1992,12.2,5,0,0,9,6,2,72,11,12,0,0,0,138,3,9,25.0,Matches
Christian Eriksen,dk DEN,MF,Inter,it Serie A,27,1992,7.8,0,0,0,6,2,0,59,0,6,0,0,0,71,3,6,33.3,Matches
Gonzalo Escalante,ar ARG,MF,Eibar,es La Liga,26,1993,18.6,9,1,1,31,30,2,16,31,29,2,1,0,252,49,51,49.0,Matches
Aarón Escandell,es ESP,GK,Granada,es La Liga,23,1995,3.0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,,Matches
Sergio Escudero,es ESP,DF,Sevilla,es La Liga,29,1989,8.6,2,0,0,11,8,0,19,16,13,0,1,0,99,21,16,56.8,Matches
Espeto,br BRA,"DF,MF",SPAL,it Serie A,22,1997,22.2,9,1,1,47,55,2,71,21,38,0,0,0,159,10,33,23.3,Matches
Bernardo Espinosa,co COL,DF,Espanyol,es La Liga,30,1989,25.1,5,1,0,33,18,3,1,24,19,0,1,0,342,100,54,64.9,Matches
Sebastiano Esposito,it ITA,FW,Inter,it Serie A,17,2002,2.2,2,0,0,7,4,1,7,3,3,0,0,0,13,1,8,11.1,Matches
Esquerdo,es ESP,MF,Valencia,es La Liga,20,1999,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,100.0,Matches
Alexander Esswein,de GER,"FW,MF",Hertha BSC,de Bundesliga,29,1990,2.4,1,0,0,5,6,0,6,6,3,0,0,0,15,6,1,85.7,Matches
Pervis Estupiñán,ec ECU,DF,Osasuna,es La Liga,21,1998,33.1,8,0,0,42,39,4,162,63,57,0,0,0,368,45,41,52.3,Matches
Oghenekaro Etebo,ng NGA,MF,Getafe,es La Liga,23,1995,6.4,4,0,0,8,7,0,14,12,13,0,0,0,72,23,12,65.7,Matches
Beñat Etxebarria,es ESP,MF,Athletic Club,es La Liga,32,1987,4.4,0,0,0,2,2,0,21,2,4,0,0,0,43,5,4,55.6,Matches
Xabier Etxeita,es ESP,DF,Getafe,es La Liga,31,1987,16.1,7,0,0,16,12,0,1,16,11,0,0,0,182,54,35,60.7,Matches
Antony Evans,eng ENG,"MF,DF",Paderborn 07,de Bundesliga,20,1998,1.7,0,0,0,5,1,0,16,2,4,0,0,0,18,2,3,40.0,Matches
Jonny Evans,nir NIR,DF,Leicester City,eng Premier League,31,1988,37.6,8,1,0,36,27,2,8,58,31,1,1,1,434,141,59,70.5,Matches
Edu Expósito,es ESP,MF,Eibar,es La Liga,22,1996,25.7,3,0,0,29,19,0,19,38,41,0,0,0,309,46,60,43.4,Matches
Valentin Eysseric,fr FRA,FW,Hellas Verona,it Serie A,27,1992,1.9,2,0,0,8,1,0,7,2,1,0,0,0,8,7,7,50.0,Matches
Valentin Eysseric,fr FRA,MF,Fiorentina,it Serie A,27,1992,0.5,0,0,0,3,0,0,4,0,0,0,0,0,4,1,2,33.3,Matches
Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,34,1985,23.5,1,0,0,1,2,0,0,1,0,0,1,0,121,0,0,,Matches
Fabinho,br BRA,MF,Liverpool,eng Premier League,25,1993,23.1,6,0,0,32,20,0,9,35,53,0,0,0,326,41,30,57.7,Matches
Fábio,br BRA,DF,Nantes,fr Ligue 1,29,1990,9.3,4,0,0,12,3,0,20,16,24,0,0,0,66,19,15,55.9,Matches
Cesc Fàbregas,es ESP,MF,Monaco,fr Ligue 1,32,1987,10.3,1,1,0,11,8,1,30,8,9,0,0,0,70,12,10,54.5,Matches
Fabricio,es ESP,GK,Mallorca,es La Liga,31,1987,1.0,1,0,0,1,0,0,0,0,0,0,1,0,6,0,0,,Matches
Ralf Fährmann,de GER,GK,Norwich City,eng Premier League,30,1988,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches
Fayçal Fajr,ma MAR,MF,Getafe,es La Liga,30,1988,4.5,2,0,0,3,5,0,32,3,1,0,0,0,55,6,10,37.5,Matches
Luca Falbo,it ITA,DF,Lazio,it Serie A,19,2000,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,Matches
Filippo Falco,it ITA,"FW,MF",Lecce,it Serie A,27,1992,20.7,0,0,0,12,79,4,115,5,13,0,0,0,113,3,19,13.6,Matches
Eliseo Falcon,es ESP,"DF,MF",Levante,es La Liga,22,1997,0.8,2,1,1,2,0,0,0,0,0,0,0,0,3,1,0,100.0,Matches
Simon Falette,gn GUI,DF,Eint Frankfurt,de Bundesliga,27,1992,1.0,0,0,0,0,1,0,0,5,1,0,0,0,17,2,0,100.0,Matches
Iago Falque,es ESP,"MF,FW",Torino,it Serie A,29,1990,1.1,0,0,0,1,0,0,4,0,0,0,0,0,9,0,2,0.0,Matches
Iago Falque,es ESP,MF,Genoa,it Serie A,29,1990,5.6,0,0,0,3,2,3,30,1,2,0,0,0,44,6,7,46.2,Matches
Akin Famewo,eng ENG,MF,Norwich City,eng Premier League,20,1998,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Andri Fannar Baldursson,is ISL,MF,Bologna,it Serie A,17,2002,1.1,0,0,0,2,2,0,1,1,1,0,0,0,12,0,2,0.0,Matches
Paolo Faragò,it ITA,DF,Cagliari,it Serie A,26,1993,12.9,2,0,0,19,13,0,42,8,22,0,0,0,115,24,14,63.2,Matches
Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,27,1991,33.9,6,0,0,28,40,4,119,35,35,0,1,0,320,38,40,48.7,Matches
Mohamed Fares,dz ALG,"MF,DF",SPAL,it Serie A,23,1996,3.3,1,0,0,9,7,0,16,4,2,0,0,0,17,3,4,42.9,Matches
Diego Farias,br BRA,"FW,MF",Lecce,it Serie A,29,1990,9.2,3,1,0,17,16,1,23,4,5,1,0,0,59,1,5,16.7,Matches
Ansu Fati,es ESP,"FW,DF",Barcelona,es La Liga,16,2002,11.4,2,1,0,19,19,4,20,5,10,0,0,0,54,6,10,37.5,Matches
Julien Faussurier,fr FRA,DF,Brest,fr Ligue 1,32,1987,22.0,1,0,0,17,16,2,79,32,28,0,0,0,187,15,22,40.5,Matches
Andrea Favilli,it ITA,FW,Genoa,it Serie A,22,1997,7.1,4,0,0,28,16,4,1,0,5,1,0,0,22,27,38,41.5,Matches
Federico Fazio,ar ARG,DF,Roma,it Serie A,32,1987,12.5,1,1,0,9,7,1,2,22,9,0,0,0,125,36,20,64.3,Matches
Aleix Febas,es ESP,MF,Mallorca,es La Liga,23,1996,18.8,4,0,0,19,48,0,2,18,25,1,0,0,125,3,16,15.8,Matches
Zouhair Feddal,ma MAR,DF,Betis,es La Liga,30,1989,15.9,10,2,0,23,10,0,0,24,11,0,0,0,159,41,22,65.1,Matches
Ljubomir Fejsa,rs SRB,MF,Alavés,es La Liga,30,1988,8.7,2,0,0,24,7,0,0,6,17,0,1,0,114,20,9,69.0,Matches
Nabil Fekir,fr FRA,"MF,FW",Betis,es La Liga,26,1993,29.3,10,2,2,69,113,14,51,13,26,5,0,0,158,26,46,36.1,Matches
Felipe,br BRA,DF,Atlético Madrid,es La Liga,30,1989,23.4,7,0,0,30,14,1,1,45,18,0,1,0,228,82,33,71.3,Matches
Luiz Felipe,br BRA,DF,Lazio,it Serie A,22,1997,20.6,6,0,0,15,13,1,7,38,20,0,1,0,164,29,23,55.8,Matches
Lucas Felippe,br BRA,"MF,DF",Hellas Verona,it Serie A,19,2000,0.3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,,Matches
Ohis Felix Uduokhai,de GER,DF,Augsburg,de Bundesliga,21,1997,21.8,3,0,0,14,15,1,0,35,24,0,0,0,241,87,52,62.6,Matches
João Félix,pt POR,"FW,MF",Atlético Madrid,es La Liga,19,1999,19.4,6,0,0,33,39,6,18,11,4,1,0,0,86,16,48,25.0,Matches
Kiko Femenía,es ESP,DF,Watford,eng Premier League,28,1991,24.9,5,0,0,26,12,1,68,37,32,1,0,0,274,21,10,67.7,Matches
Zinedine Ferhat,dz ALG,"FW,MF",Nîmes,fr Ligue 1,26,1993,25.0,1,0,0,17,54,7,164,16,16,0,0,0,179,60,58,50.8,Matches
Bruno Fernandes,pt POR,MF,Manchester Utd,eng Premier League,24,1994,13.2,2,0,0,9,14,2,75,9,14,2,0,0,91,2,10,16.7,Matches
Edimilson Fernandes,ch SUI,"MF,DF",Mainz 05,de Bundesliga,23,1996,16.5,7,1,1,19,5,0,15,32,26,0,0,0,186,14,12,53.8,Matches
Gedson Fernandes,pt POR,"MF,DF",Tottenham,eng Premier League,20,1999,0.8,0,0,0,0,2,0,6,1,1,0,0,0,9,0,1,0.0,Matches
Gelson Fernandes,ch SUI,MF,Eint Frankfurt,de Bundesliga,32,1986,8.6,5,1,1,25,2,0,2,20,20,0,0,0,96,11,23,32.4,Matches
Matheus Fernandes,br BRA,MF,Valladolid,es La Liga,21,1998,1.8,0,0,0,2,1,0,0,3,1,,,0,,,,,Matches
Aitor Fernández,es ESP,GK,Levante,es La Liga,28,1991,36.0,2,0,0,1,4,0,0,3,0,0,1,0,193,0,0,,Matches
Andrés Fernández,es ESP,GK,Villarreal,es La Liga,32,1986,4.3,1,0,0,1,1,0,0,0,0,0,1,0,23,0,0,,Matches
Carlos Fernández,es ESP,"FW,MF",Granada,es La Liga,23,1996,24.5,8,0,0,60,45,8,13,11,13,2,0,0,134,75,130,36.6,Matches
Federico Fernández,ar ARG,DF,Newcastle Utd,eng Premier League,30,1989,29.1,8,0,0,17,20,2,27,22,32,0,0,1,250,67,50,57.3,Matches
Gabriel Fernández,uy URU,"FW,MF",Celta Vigo,es La Liga,25,1994,6.2,5,1,1,17,8,7,2,2,2,0,0,0,23,26,26,50.0,Matches
Joaquín Fernández,es ESP,"MF,DF",Valladolid,es La Liga,23,1996,18.4,9,0,0,32,9,5,0,31,23,0,0,0,179,45,36,55.6,Matches
Fernandinho,br BRA,DF,Manchester City,eng Premier League,34,1985,26.6,9,2,1,26,17,1,5,25,25,0,0,1,310,74,36,67.3,Matches
Fernando,br BRA,MF,Sevilla,es La Liga,32,1987,29.5,13,0,0,39,22,2,2,66,44,0,0,0,376,83,63,56.8,Matches
Juan Ferney Otero,co COL,"FW,MF",Amiens,fr Ligue 1,24,1995,13.4,0,1,0,19,18,6,36,19,11,1,0,0,91,37,47,44.0,Matches
Alex Ferrari,it ITA,DF,Sampdoria,it Serie A,25,1994,11.2,4,0,0,16,13,0,1,11,12,0,0,0,120,15,12,55.6,Matches
Facundo Ferreyra,ar ARG,FW,Espanyol,es La Liga,28,1991,6.4,2,0,0,25,8,5,4,2,5,0,0,0,26,17,26,39.5,Matches
Jordan Ferri,fr FRA,MF,Montpellier,fr Ligue 1,27,1992,12.8,1,1,0,21,28,0,30,10,17,0,0,0,146,13,12,52.0,Matches
Oliver Fink,de GER,"MF,FW",Düsseldorf,de Bundesliga,37,1982,7.5,2,0,0,13,16,0,8,13,20,1,0,0,85,46,34,57.5,Matches
Alfreð Finnbogason,is ISL,FW,Augsburg,de Bundesliga,30,1989,10.7,1,0,0,14,10,6,1,3,5,0,0,0,52,16,48,25.0,Matches
Roberto Firmino,br BRA,FW,Liverpool,eng Premier League,27,1991,33.2,0,0,0,29,16,6,8,8,26,0,0,0,191,29,74,28.2,Matches
Junior Firpo,es ESP,DF,Barcelona,es La Liga,22,1996,11.3,5,0,0,35,16,2,8,14,14,0,0,0,81,10,9,52.6,Matches
John Fleck,sco SCO,MF,Sheffield Utd,eng Premier League,27,1991,28.0,8,0,0,25,22,1,147,24,24,0,0,0,250,12,25,32.4,Matches
Mark Flekken,nl NED,GK,Freiburg,de Bundesliga,26,1993,10.0,0,0,0,1,0,0,0,1,0,0,0,0,51,0,0,,Matches
Sergio Floccari,it ITA,FW,SPAL,it Serie A,37,1981,10.5,3,0,0,22,18,10,16,5,6,0,0,0,45,25,58,30.1,Matches
Alessandro Florenzi,it ITA,"DF,FW",Roma,it Serie A,28,1991,11.1,5,0,0,11,12,2,29,16,13,0,0,0,115,12,12,50.0,Matches
Alessandro Florenzi,it ITA,DF,Valencia,es La Liga,28,1991,8.4,1,1,0,7,5,0,30,15,10,0,0,0,75,2,8,20.0,Matches
Phil Foden,eng ENG,"FW,MF",Manchester City,eng Premier League,19,2000,10.0,0,0,0,12,13,1,28,7,9,0,0,0,61,8,17,32.0,Matches
Mamadou Fofana,ml MLI,"DF,MF",Metz,fr Ligue 1,21,1998,17.6,4,0,0,20,4,0,1,27,36,0,1,0,168,25,26,49.0,Matches
Seko Fofana,ci CIV,MF,Udinese,it Serie A,24,1995,23.9,4,0,0,18,18,0,22,14,12,0,1,0,202,9,20,31.0,Matches
Wesley Fofana,fr FRA,DF,Saint-Étienne,fr Ligue 1,18,2000,13.5,4,0,0,14,16,0,2,39,14,0,0,0,146,70,21,76.9,Matches
Youssouf Fofana,fr FRA,MF,Strasbourg,fr Ligue 1,20,1999,11.2,0,0,0,11,6,1,8,15,14,0,0,0,95,18,9,66.7,Matches
Youssouf Fofana,fr FRA,MF,Monaco,fr Ligue 1,20,1999,6.8,1,0,0,12,7,1,5,8,15,0,0,0,76,8,7,53.3,Matches
Thomas Foket,be BEL,DF,Reims,fr Ligue 1,24,1994,27.0,3,0,0,26,32,0,46,42,36,0,1,0,214,22,32,40.7,Matches
Lamine Fomba,fr FRA,MF,Nîmes,fr Ligue 1,21,1998,15.3,5,0,0,44,9,0,6,25,31,0,0,0,164,42,48,46.7,Matches
José Fonte,pt POR,DF,Lille,fr Ligue 1,35,1983,24.5,4,0,0,18,14,0,3,26,15,0,2,0,239,67,35,65.7,Matches
Pablo Fornals,es ESP,"MF,FW",West Ham,eng Premier League,23,1996,24.1,3,0,0,18,16,7,62,24,29,0,0,0,187,9,49,15.5,Matches
Emil Forsberg,se SWE,"MF,FW",RB Leipzig,de Bundesliga,27,1991,12.7,1,0,0,12,19,1,24,5,12,0,0,0,69,7,15,31.8,Matches
Hernâni Fortes,pt POR,"MF,FW",Levante,es La Liga,27,1991,7.3,3,1,1,5,17,5,48,5,3,0,0,0,47,1,8,11.1,Matches
Ben Foster,eng ENG,GK,Watford,eng Premier League,36,1983,38.0,1,0,0,2,3,0,0,1,0,0,2,0,225,1,0,100.0,Matches
Lyle Foster,za RSA,FW,Monaco,fr Ligue 1,18,2000,0.7,0,0,0,1,0,1,0,0,0,0,0,0,4,1,2,33.3,Matches
Timothy Fosu-Mensah,nl NED,DF,Manchester Utd,eng Premier League,21,1998,1.5,1,0,0,5,0,1,2,5,1,0,0,0,9,1,2,33.3,Matches
Dimitri Foulquier,fr FRA,"MF,DF",Watford,eng Premier League,26,1993,0.7,0,0,0,0,0,0,1,2,1,0,0,0,4,0,2,0.0,Matches
Dimitri Foulquier,fr FRA,DF,Granada,es La Liga,26,1993,12.4,4,0,0,20,17,0,19,15,8,0,0,0,113,13,23,36.1,Matches
Juan Foyth,ar ARG,DF,Tottenham,eng Premier League,21,1998,0.8,1,0,0,2,1,0,0,2,4,0,0,0,11,1,0,100.0,Matches
Raphael Framberger,de GER,DF,Augsburg,de Bundesliga,23,1995,13.1,3,0,0,17,9,1,22,22,24,0,1,0,130,23,19,54.8,Matches
Simon Francis,eng ENG,DF,Bournemouth,eng Premier League,34,1985,10.8,5,1,1,7,1,0,16,20,12,0,0,0,118,48,28,63.2,Matches
Mike Frantz,de GER,"MF,DF",Freiburg,de Bundesliga,32,1986,3.9,2,0,0,7,6,0,7,1,4,0,0,0,36,8,8,50.0,Matches
Ryan Fraser,sco SCO,"MF,FW",Bournemouth,eng Premier League,25,1994,23.0,2,0,0,10,36,1,173,16,8,0,0,0,139,10,26,27.8,Matches
Fred,br BRA,MF,Manchester Utd,eng Premier League,26,1993,24.0,8,0,0,42,36,1,63,38,51,0,0,0,326,8,16,33.3,Matches
Ryan Fredericks,eng ENG,DF,West Ham,eng Premier League,26,1992,24.9,7,0,0,25,21,0,58,26,48,0,0,0,200,28,39,41.8,Matches
Kieron Freeman,wal WAL,FW,Sheffield Utd,eng Premier League,27,1992,0.1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0.0,Matches
Luke Freeman,eng ENG,MF,Sheffield Utd,eng Premier League,27,1992,4.1,2,0,0,6,5,0,15,9,4,0,0,0,36,5,4,55.6,Matches
Remo Freuler,ch SUI,MF,Atalanta,it Serie A,27,1992,24.3,3,0,0,35,34,0,31,24,47,0,0,0,271,13,21,38.2,Matches
Marco Friedl,at AUT,DF,Werder Bremen,de Bundesliga,21,1998,24.3,9,0,0,32,44,0,85,36,44,0,0,0,191,22,15,59.5,Matches
Marvin Friedrich,de GER,DF,Union Berlin,de Bundesliga,23,1995,31.0,11,1,1,38,16,0,6,45,35,0,0,0,308,99,71,58.2,Matches
Samúel Friðjónsson,is ISL,MF,Paderborn 07,de Bundesliga,23,1996,2.1,1,0,0,2,1,0,0,4,2,0,0,0,28,1,4,20.0,Matches
Jorge de Frutos,es ESP,"MF,FW",Valladolid,es La Liga,22,1997,0.7,0,0,0,2,0,0,2,0,0,0,0,0,6,0,1,0.0,Matches
Christian Fuchs,at AUT,DF,Leicester City,eng Premier League,33,1986,8.6,0,0,0,3,0,1,16,16,9,0,0,0,79,22,17,56.4,Matches
Angelo Fulgini,fr FRA,MF,Angers,fr Ligue 1,22,1996,17.5,3,1,1,27,55,1,59,21,23,0,0,0,147,18,26,40.9,Matches
Niclas Füllkrug,de GER,FW,Werder Bremen,de Bundesliga,26,1993,4.5,2,0,0,10,10,3,2,2,1,0,0,0,13,24,30,44.4,Matches
Ramiro Funes Mori,ar ARG,DF,Villarreal,es La Liga,28,1991,5.0,1,0,0,7,4,0,0,3,1,0,0,0,56,11,9,55.0,Matches
Matteo Gabbia,it ITA,DF,Milan,it Serie A,19,1999,5.6,1,0,0,8,2,0,0,4,2,0,1,0,65,23,10,69.7,Matches
Manolo Gabbiadini,it ITA,FW,Sampdoria,it Serie A,27,1991,21.4,2,0,0,30,35,14,64,11,11,1,0,0,88,27,70,27.8,Matches
Gabriel,br BRA,GK,Lecce,it Serie A,26,1992,31.3,4,0,0,1,5,0,0,0,0,0,1,1,155,0,0,,Matches
Ruben Gabrielsen,no NOR,DF,Toulouse,fr Ligue 1,27,1992,7.3,0,1,0,5,5,0,0,7,7,0,0,0,53,22,12,64.7,Matches
Mijat Gaćinović,rs SRB,"MF,FW",Eint Frankfurt,de Bundesliga,24,1995,11.6,2,0,0,19,24,0,13,15,17,0,0,0,91,5,9,35.7,Matches
Luca Gagliano,it ITA,"FW,MF",Cagliari,it Serie A,19,2000,0.1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,100.0,Matches
Roberto Gagliardini,it ITA,MF,Inter,it Serie A,25,1994,19.0,5,0,0,33,22,4,11,27,26,1,0,0,149,24,19,55.8,Matches
Riccardo Gagliolo,se SWE,DF,Parma,it Serie A,29,1990,27.0,7,0,0,30,34,2,50,51,36,0,2,0,223,16,26,38.1,Matches
Nicolás Gaitán,ar ARG,"MF,FW",Lille,fr Ligue 1,31,1988,0.6,0,0,0,3,0,0,1,0,1,0,0,0,8,2,2,50.0,Matches
Marvin Gakpa,fr FRA,"MF,FW",Metz,fr Ligue 1,25,1993,5.2,0,0,0,5,2,0,23,3,7,0,0,0,48,2,7,22.2,Matches
Enric Gallego,es ESP,FW,Osasuna,es La Liga,32,1986,9.8,5,1,0,34,9,10,4,4,6,0,0,0,35,85,75,53.1,Matches
Enric Gallego,es ESP,FW,Getafe,es La Liga,32,1986,1.8,0,0,0,4,2,0,1,2,2,0,0,0,8,7,17,29.2,Matches
Kévin Gameiro,fr FRA,FW,Valencia,es La Liga,32,1987,17.6,0,0,0,14,13,13,22,5,12,0,0,0,77,7,40,14.9,Matches
Fran Gámez,es ESP,DF,Mallorca,es La Liga,28,1991,19.6,5,0,0,26,8,2,53,31,40,0,1,1,183,12,13,48.0,Matches
Idrissa Gana Gueye,sn SEN,MF,Paris S-G,fr Ligue 1,29,1989,18.4,2,0,0,37,21,1,7,31,47,0,0,0,195,17,13,56.7,Matches
Ignatius Ganago,cm CMR,"FW,MF",Nice,fr Ligue 1,20,1999,13.8,0,0,0,15,26,3,19,4,8,2,0,0,65,10,20,33.3,Matches
Ezequiel Garay,ar ARG,DF,Valencia,es La Liga,32,1986,16.0,2,0,0,10,1,0,2,13,7,0,1,0,125,27,17,61.4,Matches
Dani García,es ESP,MF,Athletic Club,es La Liga,29,1990,33.7,11,0,0,61,37,0,5,50,43,0,2,0,455,52,45,53.6,Matches
David García,es ESP,DF,Osasuna,es La Liga,25,1994,31.0,7,0,0,52,14,0,1,49,27,0,0,0,412,151,56,72.9,Matches
Eric García,es ESP,DF,Manchester City,eng Premier League,18,2001,8.8,1,0,0,9,2,0,1,18,4,0,0,0,65,10,12,45.5,Matches
Javi García,es ESP,MF,Betis,es La Liga,32,1987,4.2,2,0,0,3,5,0,0,4,1,0,0,1,37,15,6,71.4,Matches
Manu García,es ESP,MF,Alavés,es La Liga,33,1986,21.9,11,1,1,60,38,3,4,28,38,0,2,0,241,59,46,56.2,Matches
Raúl García,es ESP,"DF,MF",Valladolid,es La Liga,30,1989,11.2,2,0,0,7,7,1,56,9,13,0,0,0,79,14,12,53.8,Matches
Raúl García,es ESP,DF,Getafe,es La Liga,30,1989,2.7,0,0,0,4,4,0,30,4,5,0,0,0,26,4,0,100.0,Matches
Raúl García,es ESP,"MF,FW",Athletic Club,es La Liga,33,1986,31.9,11,0,0,78,59,18,34,24,37,2,0,0,196,186,159,53.9,Matches
Rubén García,es ESP,"MF,FW",Osasuna,es La Liga,26,1993,24.3,6,0,0,45,26,7,144,10,26,0,0,0,162,29,57,33.7,Matches
Unai García,es ESP,DF,Osasuna,es La Liga,27,1992,6.0,0,0,0,4,3,0,3,7,5,0,0,0,72,25,16,61.0,Matches
Víctor García,es ESP,"FW,MF",Valladolid,es La Liga,22,1997,1.0,0,0,0,0,0,0,2,0,2,0,0,0,10,1,1,50.0,Matches
James Garner,eng ENG,MF,Manchester Utd,eng Premier League,18,2001,0.1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,,Matches
Manuel Garrido,es ESP,FW,Leganés,es La Liga,18,2000,1.3,1,0,0,4,0,0,0,1,0,0,0,0,3,3,5,37.5,Matches
Mario Gaspar,es ESP,DF,Villarreal,es La Liga,28,1990,21.8,2,0,0,34,10,0,28,30,20,0,0,0,164,44,39,53.0,Matches
Daniele Gastaldello,it ITA,DF,Brescia,it Serie A,36,1983,2.8,0,0,0,1,4,0,2,2,7,0,0,0,21,6,3,66.7,Matches
Dwight Gayle,eng ENG,FW,Newcastle Utd,eng Premier League,28,1990,9.4,2,0,0,6,13,2,3,2,10,0,0,0,25,23,46,33.3,Matches
Paulo Gazzaniga,ar ARG,GK,Tottenham,eng Premier League,27,1992,17.9,1,0,0,1,2,0,0,0,0,0,1,0,80,0,0,,Matches
