player,nationality,position,squad,comp_level,age,birth_year,minutes_90s,header_passes_total_passes_completed,header_passes_total_passes,header_passes_total_passes_pct,header_passes_total_passes_total_distance,header_passes_total_passes_progressive_distance,header_passes_short_passes_completed_short,header_passes_short_passes_short,header_passes_short_passes_pct_short,header_passes_medium_passes_completed_medium,header_passes_medium_passes_medium,header_passes_medium_passes_pct_medium,header_passes_long_passes_completed_long,header_passes_long_passes_long,header_passes_long_passes_pct_long,assists,xa,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,matches
Karol Linetty,pl POL,MF,Sampdoria,it Serie A,24,1995,21.4,559,721,77.5,9359,2872,12,36,33.3,455,538,84.6,92,147,62.6,3,2.3,+0.7,29,45,19,8,86,Matches
Jesse Lingard,eng ENG,"MF,FW",Manchester Utd,eng Premier League,26,1992,10.4,351,409,85.8,5153,991,15,25,60.0,299,334,89.5,37,50,74.0,0,0.9,-0.9,17,31,11,0,33,Matches
Pol Lirola,es ESP,DF,Fiorentina,it Serie A,21,1997,28.2,943,1263,74.7,16731,6562,21,65,32.3,756,882,85.7,166,316,52.5,2,2.7,-0.7,30,70,32,10,165,Matches
Diego Llorente,es ESP,DF,Real Sociedad,es La Liga,25,1993,25.9,1410,1598,88.2,31683,7679,8,22,36.4,926,990,93.5,476,586,81.2,1,0.2,+0.8,4,74,2,0,61,Matches
Fernando Llorente,es ESP,FW,Napoli,it Serie A,34,1985,5.6,127,156,81.4,1822,142,3,9,33.3,113,132,85.6,11,15,73.3,1,0.7,+0.3,10,2,3,0,4,Matches
Marcos Llorente,es ESP,"MF,FW",Atlético Madrid,es La Liga,24,1995,15.2,395,507,77.9,6233,1632,18,45,40.0,320,379,84.4,57,83,68.7,3,2.8,+0.2,15,27,10,2,39,Matches
Gautier Lloris,fr FRA,DF,Nice,fr Ligue 1,24,1995,3.0,161,175,92.0,3002,916,0,2,0.0,132,139,95.0,29,34,85.3,0,0.0,0.0,0,0,0,0,5,Matches
Hugo Lloris,fr FRA,GK,Tottenham,eng Premier League,32,1986,20.1,395,568,69.5,13104,8620,3,3,100.0,179,181,98.9,213,384,55.5,0,0.0,0.0,0,10,0,0,0,Matches
Giovani Lo Celso,ar ARG,"MF,FW",Tottenham,eng Premier League,23,1996,16.6,832,1005,82.8,15375,3977,18,36,50.0,638,712,89.6,176,257,68.5,2,2.1,-0.1,29,91,27,2,103,Matches
Stanislav Lobotka,sk SVK,MF,Napoli,it Serie A,24,1994,7.5,561,596,94.1,10019,2047,14,17,82.4,433,458,94.5,114,121,94.2,0,0.2,-0.2,6,53,2,0,38,Matches
Stanislav Lobotka,sk SVK,MF,Celta Vigo,es La Liga,24,1994,15.4,683,777,87.9,12358,2936,16,27,59.3,527,584,90.2,140,166,84.3,0,0.4,-0.4,10,52,5,0,61,Matches
Jürgen Locadia,nl NED,FW,Hoffenheim,de Bundesliga,25,1993,5.9,97,133,72.9,1504,263,3,10,30.0,82,104,78.8,12,19,63.2,0,0.1,-0.1,3,8,3,1,8,Matches
Jürgen Locadia,nl NED,"MF,FW",Brighton,eng Premier League,25,1993,1.0,9,19,47.4,136,8,0,3,0.0,9,15,60.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,Matches
Manuel Locatelli,it ITA,MF,Sassuolo,it Serie A,21,1998,27.2,1771,2049,86.4,33230,7742,21,43,48.8,1388,1511,91.9,362,495,73.1,5,4.5,+0.5,46,200,27,2,163,Matches
Renan Lodi,br BRA,DF,Atlético Madrid,es La Liga,21,1998,26.6,926,1246,74.3,15853,5561,23,67,34.3,757,894,84.7,146,285,51.2,2,1.8,+0.2,20,42,34,12,130,Matches
Ruben Loftus-Cheek,eng ENG,"MF,FW",Chelsea,eng Premier League,23,1996,2.3,116,131,88.5,1837,338,3,4,75.0,98,110,89.1,15,17,88.2,1,0.3,+0.7,1,11,2,0,8,Matches
Enzo Loiodice,fr FRA,MF,Dijon,fr Ligue 1,18,2000,2.1,98,116,84.5,1971,361,0,5,0.0,71,78,91.0,27,33,81.8,0,0.0,0.0,0,8,3,0,8,Matches
Kevin Long,ie IRL,DF,Burnley,eng Premier League,28,1990,6.3,142,186,76.3,3238,952,3,5,60.0,83,106,78.3,56,75,74.7,0,0.0,0.0,0,8,0,0,9,Matches
Shane Long,ie IRL,FW,Southampton,eng Premier League,32,1987,15.5,226,405,55.8,2946,786,15,42,35.7,196,323,60.7,15,40,37.5,2,1.4,+0.6,15,17,9,4,32,Matches
Matthew Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,19,2000,6.4,193,237,81.4,3607,653,3,8,37.5,145,167,86.8,45,62,72.6,0,0.2,-0.2,3,12,4,1,13,Matches
Sean Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,21,1997,15.3,515,657,78.4,10161,2464,9,25,36.0,381,439,86.8,125,193,64.8,1,0.9,+0.1,15,42,4,1,52,Matches
Ademola Lookman,eng ENG,"MF,FW",RB Leipzig,de Bundesliga,21,1997,3.4,116,152,76.3,1639,509,7,14,50.0,98,110,89.1,11,28,39.3,0,0.5,-0.5,7,8,9,2,23,Matches
Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,28,1990,26.0,676,818,82.6,18770,10761,3,3,100.0,375,376,99.7,298,439,67.9,0,0.2,-0.2,1,3,1,0,1,Matches
Rony Lopes,pt POR,FW,Sevilla,es La Liga,23,1995,1.5,43,52,82.7,688,142,5,7,71.4,32,36,88.9,6,9,66.7,0,0.0,0.0,0,5,0,0,4,Matches
Rony Lopes,pt POR,FW,Monaco,fr Ligue 1,23,1995,0.9,24,26,92.3,301,46,0,0,,23,24,95.8,1,2,50.0,0,0.0,0.0,0,3,0,0,0,Matches
Adrián López,es ESP,"FW,MF",Osasuna,es La Liga,31,1988,16.0,358,509,70.3,5000,1125,18,43,41.9,306,408,75.0,34,58,58.6,0,2.2,-2.2,22,32,8,2,35,Matches
David López,es ESP,"DF,MF",Espanyol,es La Liga,29,1989,27.3,1109,1376,80.6,22276,7736,14,30,46.7,813,913,89.0,282,433,65.1,2,1.0,+1.0,15,94,9,2,125,Matches
Diego López,es ESP,GK,Espanyol,es La Liga,37,1981,35.9,665,1142,58.2,23065,15974,0,0,,300,301,99.7,365,841,43.4,0,0.0,0.0,2,22,0,0,1,Matches
Javi López,es ESP,DF,Alavés,es La Liga,17,2002,1.0,18,30,60.0,326,135,0,1,0.0,14,22,63.6,4,7,57.1,0,0.0,0.0,0,2,0,0,2,Matches
Javi López,es ESP,DF,Espanyol,es La Liga,33,1986,15.4,534,718,74.4,10148,3921,5,23,21.7,421,498,84.5,108,197,54.8,0,1.0,-1.0,10,34,16,6,71,Matches
Lluis López,es ESP,DF,Espanyol,es La Liga,22,1997,3.3,219,245,89.4,4819,1222,0,4,0.0,144,158,91.1,75,83,90.4,0,0.0,0.0,0,10,0,0,11,Matches
Maxime Lopez,fr FRA,"MF,FW",Marseille,fr Ligue 1,21,1997,12.3,775,884,87.7,12402,3737,19,36,52.8,663,723,91.7,93,125,74.4,3,0.8,+2.2,18,87,8,2,78,Matches
Pau López,es ESP,GK,Roma,it Serie A,24,1994,31.0,803,1018,78.9,22697,13350,3,3,100.0,407,412,98.8,393,603,65.2,0,0.0,0.0,0,4,0,0,1,Matches
Roberto López,es ESP,MF,Real Sociedad,es La Liga,19,2000,0.3,24,33,72.7,391,68,0,3,0.0,20,23,87.0,4,7,57.1,1,0.1,+0.9,1,2,2,0,3,Matches
Unai López,es ESP,MF,Athletic Club,es La Liga,23,1995,19.9,1004,1210,83.0,20814,4227,25,42,59.5,685,738,92.8,294,430,68.4,4,3.1,+0.9,36,77,19,5,110,Matches
Iker Losada,es ESP,"MF,FW",Celta Vigo,es La Liga,17,2001,0.1,7,9,77.8,127,36,0,0,,5,6,83.3,2,3,66.7,0,0.0,0.0,0,0,0,0,0,Matches
Albert Lottin,fr FRA,MF,Bordeaux,fr Ligue 1,17,2001,0.5,17,18,94.4,365,227,0,0,,12,13,92.3,5,5,100.0,0,0.0,0.0,0,2,0,0,4,Matches
Imran Louza,fr FRA,"MF,FW",Nantes,fr Ligue 1,20,1999,22.3,901,1157,77.9,16112,3850,25,47,53.2,708,804,88.1,168,306,54.9,2,4.1,-2.1,35,85,17,3,112,Matches
Matteo Lovato,it ITA,DF,Hellas Verona,it Serie A,19,2000,0.1,1,2,50.0,16,13,0,0,,1,1,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,Matches
Dejan Lovren,hr CRO,DF,Liverpool,eng Premier League,30,1989,8.6,530,603,87.9,11986,3512,1,5,20.0,346,370,93.5,183,228,80.3,1,0.4,+0.6,1,43,4,0,34,Matches
Eduard Löwen,de GER,"MF,FW",Augsburg,de Bundesliga,22,1997,7.5,157,247,63.6,2986,719,7,18,38.9,114,154,74.0,36,75,48.0,1,0.8,+0.2,12,9,1,0,20,Matches
Eduard Löwen,de GER,MF,Hertha BSC,de Bundesliga,22,1997,3.5,118,147,80.3,2485,741,0,2,0.0,90,103,87.4,28,42,66.7,0,0.0,0.0,0,17,1,0,14,Matches
Matthew Lowton,eng ENG,DF,Burnley,eng Premier League,30,1989,17.0,497,726,68.5,9807,4187,8,24,33.3,360,440,81.8,129,262,49.2,1,1.1,-0.1,12,46,16,4,96,Matches
Hirving Lozano,mx MEX,FW,Napoli,it Serie A,24,1995,11.1,263,339,77.6,3713,726,13,32,40.6,232,270,85.9,18,37,48.6,1,2.1,-1.1,21,8,15,2,31,Matches
Pol Lozano,es ESP,"MF,FW",Espanyol,es La Liga,19,1999,1.9,82,92,89.1,1671,300,0,2,0.0,56,59,94.9,26,31,83.9,0,0.0,0.0,0,12,1,0,3,Matches
Jan Luca Rumpf,de GER,DF,Paderborn 07,de Bundesliga,20,1999,1.0,41,53,77.4,808,436,0,1,0.0,33,36,91.7,8,16,50.0,0,0.0,0.0,0,6,0,0,6,Matches
Lucas,br BRA,MF,Hoffenheim,de Bundesliga,20,1999,0.7,18,25,72.0,277,36,0,1,0.0,16,21,76.2,2,3,66.7,0,0.0,0.0,0,0,0,0,0,Matches
Jean Lucas,br BRA,MF,Lyon,fr Ligue 1,21,1998,2.2,128,147,87.1,2127,376,4,7,57.1,103,113,91.2,21,27,77.8,0,0.4,-0.4,2,5,0,0,3,Matches
Fabio Lucioni,it ITA,DF,Lecce,it Serie A,31,1987,32.8,1245,1452,85.7,31655,10968,6,13,46.2,687,742,92.6,552,697,79.2,0,0.1,-0.1,2,54,3,1,77,Matches
José Luis Gayà,es ESP,DF,Valencia,es La Liga,24,1995,22.1,815,1039,78.4,15318,4594,9,34,26.5,642,734,87.5,164,271,60.5,1,1.8,-0.8,13,37,27,12,103,Matches
José Luis Morales,es ESP,"FW,MF",Levante,es La Liga,32,1987,28.0,472,700,67.4,7744,2243,12,64,18.8,384,497,77.3,76,139,54.7,2,4.3,-2.3,33,31,32,10,80,Matches
José Luis Palomino,ar ARG,DF,Atalanta,it Serie A,29,1990,27.2,1135,1302,87.2,23688,6705,16,31,51.6,787,852,92.4,332,419,79.2,1,1.4,-0.4,6,60,7,2,70,Matches
José Luis Rodríguez,pa PAN,FW,Alavés,es La Liga,21,1998,0.2,3,5,60.0,38,2,0,0,,3,4,75.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,Matches
David Luiz,br BRA,DF,Arsenal,eng Premier League,32,1987,31.2,1481,1713,86.5,36775,10642,10,21,47.6,843,894,94.3,628,798,78.7,1,1.0,0.0,4,100,9,1,89,Matches
Douglas Luiz,br BRA,MF,Aston Villa,eng Premier League,21,1998,29.0,984,1216,80.9,20872,4811,11,25,44.0,660,771,85.6,313,420,74.5,2,1.4,+0.6,16,114,20,4,110,Matches
Jordan Lukaku,be BEL,DF,Lazio,it Serie A,25,1994,3.9,108,144,75.0,1861,593,2,9,22.2,87,104,83.7,19,31,61.3,2,0.5,+1.5,7,2,5,4,14,Matches
Romelu Lukaku,be BEL,FW,Inter,it Serie A,26,1993,31.1,541,753,71.8,7529,1430,38,82,46.3,448,582,77.0,55,89,61.8,2,5.3,-3.3,50,35,27,2,63,Matches
Dodi Lukebakio,cd COD,"FW,MF",Hertha BSC,de Bundesliga,21,1997,22.6,480,637,75.4,8576,1842,19,43,44.2,356,441,80.7,105,153,68.6,6,4.9,+1.1,35,28,20,8,64,Matches
Saša Lukić,rs SRB,MF,Torino,it Serie A,22,1996,18.7,660,762,86.6,11517,3010,11,31,35.5,523,575,91.0,126,156,80.8,1,0.7,+0.3,12,57,14,3,70,Matches
Senad Lulić,ba BIH,DF,Lazio,it Serie A,33,1986,17.5,685,864,79.3,13112,4225,5,30,16.7,531,603,88.1,149,231,64.5,2,2.2,-0.2,21,35,31,14,90,Matches
John Lundstram,eng ENG,MF,Sheffield Utd,eng Premier League,25,1994,27.3,966,1202,80.4,18416,3844,21,55,38.2,722,844,85.5,223,303,73.6,3,2.6,+0.4,19,77,31,6,94,Matches
Sebastiano Luperto,it ITA,DF,Napoli,it Serie A,22,1996,5.9,347,381,91.1,6946,2250,6,7,85.7,258,267,96.6,83,107,77.6,0,0.0,0.0,1,26,2,1,30,Matches
Arnaud Lusamba,fr FRA,"MF,FW",Nice,fr Ligue 1,22,1997,10.9,383,448,85.5,6501,1257,15,24,62.5,303,336,90.2,65,88,73.9,2,1.9,+0.1,18,23,5,0,28,Matches
Andreas Luthe,de GER,GK,Augsburg,de Bundesliga,32,1987,10.0,294,419,70.2,9153,4738,0,1,0.0,140,141,99.3,154,277,55.6,0,0.0,0.0,0,2,0,0,0,Matches
Lyanco,br BRA,DF,Torino,it Serie A,22,1997,12.6,530,624,84.9,12048,4235,5,13,38.5,350,375,93.3,175,236,74.2,0,0.5,-0.5,1,33,1,0,38,Matches
Charalambos Lykogiannis,gr GRE,DF,Cagliari,it Serie A,25,1993,13.4,375,569,65.9,7654,3473,2,23,8.7,271,348,77.9,102,198,51.5,1,1.4,-0.4,8,35,6,2,70,Matches
Yann M'Vila,fr FRA,"MF,DF",Saint-Étienne,fr Ligue 1,29,1990,21.6,1024,1185,86.4,21999,6355,13,23,56.5,706,791,89.3,305,371,82.2,2,0.9,+1.1,11,104,3,0,91,Matches
Alexis Mac Allister,ar ARG,"MF,FW",Brighton,eng Premier League,20,1998,3.9,84,130,64.6,1479,361,1,3,33.3,69,87,79.3,14,40,35.0,0,0.3,-0.3,5,7,1,1,11,Matches
Darwin Machís,ve VEN,"FW,MF",Granada,es La Liga,26,1993,23.7,361,582,62.0,6674,2348,7,28,25.0,275,367,74.9,79,187,42.2,5,3.8,+1.2,39,33,23,10,79,Matches
Yvann Macon,GPE,DF,Saint-Étienne,fr Ligue 1,20,1998,1.1,46,63,73.0,837,275,0,2,0.0,37,49,75.5,9,12,75.0,0,0.0,0.0,0,0,0,0,4,Matches
James Maddison,eng ENG,MF,Leicester City,eng Premier League,22,1996,29.2,1282,1674,76.6,25933,7769,22,57,38.6,892,1029,86.7,368,588,62.6,3,6.9,-3.9,84,155,44,6,238,Matches
Lisandro Magallán,ar ARG,DF,Alavés,es La Liga,25,1993,13.3,341,426,80.0,8177,3138,2,6,33.3,208,230,90.4,131,190,68.9,1,0.7,+0.3,4,26,2,0,36,Matches
Francesco Magnanelli,it ITA,MF,Sassuolo,it Serie A,34,1984,15.5,1049,1176,89.2,19175,4335,14,26,53.8,821,883,93.0,214,267,80.1,0,0.3,-0.3,12,98,10,0,74,Matches
Giangiacomo Magnani,it ITA,"DF,MF",Brescia,it Serie A,23,1995,1.3,29,37,78.4,653,178,1,1,100.0,18,23,78.3,10,13,76.9,0,0.0,0.0,0,1,0,0,0,Matches
Giangiacomo Magnani,it ITA,DF,Sassuolo,it Serie A,23,1995,1.6,65,77,84.4,1669,430,0,0,,33,40,82.5,32,37,86.5,0,0.1,-0.1,2,4,0,0,5,Matches
Hugo Magnetti,fr FRA,MF,Brest,fr Ligue 1,21,1998,2.6,130,161,80.7,2609,729,1,4,25.0,97,112,86.6,32,45,71.1,0,0.2,-0.2,4,17,2,0,14,Matches
Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,26,1993,38.0,2128,2404,88.5,46952,11786,19,29,65.5,1390,1514,91.8,719,861,83.5,1,0.6,+0.4,16,168,3,0,107,Matches
Abdallahi Mahmoud,mr MTN,MF,Alavés,es La Liga,19,2000,1.7,33,38,86.8,462,94,3,4,75.0,27,30,90.0,3,4,75.0,0,0.0,0.0,0,2,0,0,1,Matches
Riyad Mahrez,dz ALG,FW,Manchester City,eng Premier League,28,1991,21.6,1009,1188,84.9,18595,4424,17,42,40.5,782,863,90.6,210,283,74.2,9,9.3,-0.3,58,53,71,8,147,Matches
Thiago Maia,br BRA,MF,Lille,fr Ligue 1,22,1997,0.5,31,39,79.5,506,114,1,1,100.0,26,28,92.9,4,10,40.0,0,0.0,0.0,1,4,1,0,4,Matches
Arne Maier,de GER,MF,Hertha BSC,de Bundesliga,20,1999,5.9,271,324,83.6,6060,1497,6,13,46.2,173,195,88.7,92,116,79.3,0,0.6,-0.6,10,31,8,1,34,Matches
Habib Maïga,ci CIV,MF,Metz,fr Ligue 1,23,1996,25.2,1059,1309,80.9,20356,4718,15,47,31.9,804,912,88.2,240,350,68.6,2,0.9,+1.1,10,98,16,5,100,Matches
Mike Maignan,fr FRA,GK,Lille,fr Ligue 1,23,1995,28.0,491,762,64.4,16860,12214,3,4,75.0,216,217,99.5,272,541,50.3,0,0.0,0.0,1,17,0,0,0,Matches
Ainsley Maitland-Niles,eng ENG,DF,Arsenal,eng Premier League,21,1997,15.4,825,999,82.6,14109,4763,18,41,43.9,670,750,89.3,137,208,65.9,2,1.5,+0.5,10,50,13,5,75,Matches
Josh Maja,ng NGA,FW,Bordeaux,fr Ligue 1,20,1998,8.2,175,206,85.0,2280,360,10,17,58.8,152,171,88.9,13,18,72.2,2,1.2,+0.8,8,6,2,0,8,Matches
Abdul Majeed Waris,gh GHA,FW,Strasbourg,fr Ligue 1,27,1991,4.1,65,89,73.0,837,240,4,8,50.0,58,73,79.5,3,8,37.5,1,0.6,+0.4,3,1,5,0,9,Matches
Žan Majer,si SVN,MF,Lecce,it Serie A,27,1992,17.8,560,708,79.1,10072,2555,18,42,42.9,422,486,86.8,120,180,66.7,1,1.3,-0.3,17,58,15,5,58,Matches
Jean-Victor Makengo,fr FRA,"MF,FW",Toulouse,fr Ligue 1,21,1998,11.0,373,447,83.4,5936,1495,13,21,61.9,316,357,88.5,44,69,63.8,0,1.4,-1.4,13,46,6,1,43,Matches
Nemanja Maksimović,rs SRB,MF,Getafe,es La Liga,24,1995,32.2,534,730,73.2,8991,2048,45,68,66.2,377,503,75.0,112,159,70.4,0,0.9,-0.9,13,39,11,2,49,Matches
Nikola Maksimović,rs SRB,DF,Napoli,it Serie A,27,1991,19.0,1235,1332,92.7,25983,8695,12,22,54.5,873,922,94.7,350,388,90.2,1,0.8,+0.2,7,75,9,5,72,Matches
Kévin Malcuit,ma MAR,DF,Napoli,it Serie A,28,1991,2.8,136,166,81.9,2413,571,5,6,83.3,105,121,86.8,26,39,66.7,0,0.2,-0.2,2,4,4,3,14,Matches
Daniel Maldini,it ITA,MF,Milan,it Serie A,17,2001,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
Ruslan Malinovskyi,ua UKR,"MF,FW",Atalanta,it Serie A,26,1993,16.2,727,920,79.0,14354,3574,12,32,37.5,544,632,86.1,171,256,66.8,3,4.9,-1.9,41,63,41,8,122,Matches
Yunus Mallı,tr TUR,"FW,MF",Union Berlin,de Bundesliga,27,1992,7.5,152,213,71.4,2097,495,11,17,64.7,129,171,75.4,12,25,48.0,1,0.7,+0.3,4,7,3,1,15,Matches
Hugo Mallo,es ESP,DF,Celta Vigo,es La Liga,28,1991,21.8,998,1301,76.7,18006,7121,11,50,22.0,805,900,89.4,182,351,51.9,1,1.7,-0.7,13,60,20,9,122,Matches
Streli Mamba,de GER,FW,Paderborn 07,de Bundesliga,25,1994,16.9,212,276,76.8,3088,459,13,24,54.2,174,216,80.6,25,36,69.4,2,1.5,+0.5,8,12,1,0,10,Matches
Hianga Mananga Mbock,fr FRA,MF,Brest,fr Ligue 1,19,1999,1.6,73,82,89.0,1609,248,1,3,33.3,47,52,90.4,25,27,92.6,0,0.1,-0.1,1,2,0,0,3,Matches
Vincent Manceau,fr FRA,DF,Angers,fr Ligue 1,30,1989,22.0,1063,1317,80.7,19008,8476,5,34,14.7,875,968,90.4,183,315,58.1,0,1.1,-1.1,14,75,21,7,178,Matches
Gianluca Mancini,it ITA,"DF,MF",Roma,it Serie A,23,1996,29.4,1447,1621,89.3,30025,9721,17,29,58.6,1029,1101,93.5,401,491,81.7,0,0.7,-0.7,8,73,12,0,89,Matches
Marco Mancosu,it ITA,"MF,FW",Lecce,it Serie A,30,1988,25.8,645,858,75.2,10517,2608,29,68,42.6,500,614,81.4,116,176,65.9,1,3.3,-2.3,33,61,23,6,74,Matches
Steve Mandanda,fr FRA,GK,Marseille,fr Ligue 1,34,1985,26.3,575,848,67.8,17828,10728,0,1,0.0,285,286,99.7,290,561,51.7,0,0.0,0.0,0,6,0,0,1,Matches
Reinildo Mandava,mz MOZ,DF,Lille,fr Ligue 1,25,1994,12.3,523,656,79.7,8794,2821,14,37,37.8,438,503,87.1,71,116,61.2,0,0.4,-0.4,4,34,7,3,59,Matches
Aïssa Mandi,dz ALG,DF,Betis,es La Liga,27,1991,28.6,1626,1778,91.5,35308,11741,18,31,58.1,1086,1134,95.8,522,613,85.2,0,0.9,-0.9,7,93,5,1,74,Matches
Rolando Mandragora,it ITA,MF,Udinese,it Serie A,22,1997,22.8,788,973,81.0,14239,3960,27,50,54.0,593,678,87.5,168,245,68.6,2,2.9,-0.9,37,66,17,6,102,Matches
Sadio Mané,sn SEN,FW,Liverpool,eng Premier League,27,1992,30.5,933,1162,80.3,15607,3859,25,69,36.2,755,888,85.0,153,205,74.6,7,6.9,+0.1,56,65,66,11,132,Matches
Eliaquim Mangala,fr FRA,DF,Valencia,es La Liga,28,1991,7.5,254,289,87.9,5597,1507,2,2,100.0,170,184,92.4,82,103,79.6,0,0.0,0.0,0,14,0,0,9,Matches
Thomas Mangani,fr FRA,MF,Angers,fr Ligue 1,32,1987,20.8,1073,1366,78.6,19699,7316,17,38,44.7,824,931,88.5,232,397,58.4,2,3.8,-1.8,52,95,35,14,190,Matches
Massimiliano Mangraviti,it ITA,DF,Brescia,it Serie A,21,1998,9.8,335,405,82.7,7335,3527,8,15,53.3,224,243,92.2,103,147,70.1,0,0.1,-0.1,1,35,5,4,57,Matches
Kostas Manolas,gr GRE,DF,Napoli,it Serie A,28,1991,23.2,1326,1427,92.9,28089,6915,9,13,69.2,918,964,95.2,399,450,88.7,0,0.1,-0.1,2,47,2,0,56,Matches
Javier Manquillo,es ESP,DF,Newcastle Utd,eng Premier League,25,1994,17.8,452,632,71.5,7518,2821,13,35,37.1,372,463,80.3,67,134,50.0,1,0.4,+0.6,6,27,5,4,61,Matches
Giacomo Manzari,it ITA,"MF,FW",Sassuolo,it Serie A,18,2000,0.0,1,4,25.0,9,8,0,0,,1,3,33.3,0,1,0.0,0,0.0,0.0,0,0,0,0,0,Matches
Myziane Maolida,fr FRA,"FW,MF",Nice,fr Ligue 1,20,1999,7.5,257,317,81.1,3714,1006,6,13,46.2,236,278,84.9,15,26,57.7,2,1.8,+0.2,13,14,12,3,39,Matches
Faitout Maouassa,fr FRA,DF,Rennes,fr Ligue 1,21,1998,20.0,760,996,76.3,13763,5228,6,31,19.4,617,714,86.4,137,251,54.6,1,0.9,+0.1,13,49,12,10,99,Matches
Fernando Marçal,br BRA,DF,Lyon,fr Ligue 1,30,1989,9.2,620,752,82.4,11685,3973,8,22,36.4,476,535,89.0,136,195,69.7,1,1.2,-0.2,12,55,12,7,79,Matches
Marcelo,br BRA,DF,Real Madrid,es La Liga,31,1988,14.4,882,1071,82.4,15091,5665,17,52,32.7,719,795,90.4,146,224,65.2,2,1.9,+0.1,26,80,41,13,140,Matches
Marcelo,br BRA,DF,Lyon,fr Ligue 1,32,1987,16.7,987,1133,87.1,23003,6567,6,13,46.2,594,634,93.7,387,486,79.6,0,0.0,0.0,1,73,0,0,74,Matches
Solly March,eng ENG,"DF,FW",Brighton,eng Premier League,25,1994,12.7,435,601,72.4,8085,2327,3,28,10.7,343,404,84.9,89,169,52.7,1,0.6,+0.4,13,18,20,7,69,Matches
Gian Marco Ferrari,it ITA,DF,Sassuolo,it Serie A,27,1992,19.1,1211,1300,93.2,24030,7852,8,14,57.1,921,955,96.4,282,331,85.2,1,0.9,+0.1,5,79,4,1,65,Matches
Óscar de Marcos,es ESP,"DF,FW",Athletic Club,es La Liga,30,1989,6.0,168,228,73.7,2740,1031,3,14,21.4,144,176,81.8,21,38,55.3,1,0.9,+0.1,9,15,6,4,29,Matches
Dario Maresic,at AUT,DF,Reims,fr Ligue 1,19,1999,1.0,53,64,82.8,1155,374,0,0,,38,42,90.5,15,22,68.2,0,0.0,0.0,0,5,1,0,6,Matches
Miguel Marí,es ESP,MF,Eibar,es La Liga,22,1997,0.1,1,2,50.0,16,0,0,0,,1,2,50.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
Pablo Marí,es ESP,DF,Arsenal,eng Premier League,25,1993,1.3,81,91,89.0,1746,362,0,2,0.0,50,51,98.0,31,38,81.6,0,0.0,0.0,0,4,0,0,4,Matches
José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,24,1995,19.5,753,853,88.3,17121,5684,5,9,55.6,486,526,92.4,262,318,82.4,0,0.0,0.0,0,39,1,0,47,Matches
Mariano,do DOM,FW,Real Madrid,es La Liga,25,1993,0.5,11,15,73.3,142,26,0,1,0.0,11,13,84.6,0,1,0.0,0,0.0,0.0,1,0,0,0,0,Matches
Adrian Mariappa,jm JAM,DF,Watford,eng Premier League,32,1986,16.8,426,585,72.8,8470,3770,9,18,50.0,296,359,82.5,121,208,58.2,0,0.4,-0.4,4,32,3,3,70,Matches
Jordan Marié,fr FRA,MF,Dijon,fr Ligue 1,27,1991,2.2,84,111,75.7,1825,496,2,7,28.6,56,66,84.8,26,38,68.4,0,0.4,-0.4,2,7,2,0,8,Matches
Federico Marigosu,it ITA,MF,Cagliari,it Serie A,18,2001,0.1,5,11,45.5,131,62,0,1,0.0,3,6,50.0,2,4,50.0,0,0.0,0.0,1,0,1,1,1,Matches
Adrián Marín,es ESP,DF,Alavés,es La Liga,22,1997,9.5,253,355,71.3,4644,2482,2,11,18.2,204,244,83.6,47,100,47.0,0,0.3,-0.3,5,24,7,2,68,Matches
Guillermo Maripán,cl CHI,DF,Alavés,es La Liga,25,1994,1.0,7,11,63.6,122,49,0,1,0.0,6,8,75.0,1,2,50.0,0,0.0,0.0,0,0,0,0,0,Matches
Guillermo Maripán,cl CHI,DF,Monaco,fr Ligue 1,25,1994,19.5,936,1053,88.9,21921,6614,6,11,54.5,568,614,92.5,362,428,84.6,0,0.1,-0.1,1,63,3,2,77,Matches
Marlon,br BRA,DF,Sassuolo,it Serie A,23,1995,19.2,1292,1367,94.5,24298,8545,13,17,76.5,1016,1055,96.3,263,295,89.2,0,0.6,-0.6,8,78,4,0,63,Matches
Omar Marmoush,eg EGY,"MF,FW",Wolfsburg,de Bundesliga,20,1999,0.9,10,16,62.5,120,18,0,1,0.0,10,14,71.4,0,1,0.0,0,0.0,0.0,0,0,1,0,1,Matches
Gonzalo Maroni,ar ARG,MF,Sampdoria,it Serie A,20,1999,0.8,24,35,68.6,487,187,1,5,20.0,16,20,80.0,7,10,70.0,1,0.3,+0.7,5,2,4,2,8,Matches
