player,nationality,position,squad,comp_level,age,birth_year,minutes_90s,header_tackles_tackles,header_tackles_tackles_won,header_tackles_tackles_def_3rd,header_tackles_tackles_mid_3rd,header_tackles_tackles_att_3rd,header_dribbles_def_dribble_tackles,header_dribbles_def_dribbles_vs,header_dribbles_def_dribble_tackles_pct,header_dribbles_def_dribbled_past,header_pressures_pressures,header_pressures_pressure_regains,header_pressures_pressure_regain_pct,header_pressures_pressures_def_3rd,header_pressures_pressures_mid_3rd,header_pressures_pressures_att_3rd,header_blocks_blocks,header_blocks_blocked_shots,header_blocks_blocked_shots_saves,header_blocks_blocked_passes,interceptions,clearances,errors,matches
Francesco Rossi,it ITA,GK,Atalanta,it Serie A,28,1991,0.1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,Matches
Jérôme Roussillon,fr FRA,DF,Wolfsburg,de Bundesliga,26,1993,26.3,42,27,21,17,4,16,36,44.4,20,366,132,36.1,152,157,57,66,4,0,62,29,65,0,Matches
Nolan Roux,fr FRA,FW,Nîmes,fr Ligue 1,31,1988,6.5,4,1,1,2,1,1,6,16.7,5,133,37,27.8,10,54,69,7,0,0,7,3,6,0,Matches
Nicolò Rovella,it ITA,MF,Genoa,it Serie A,17,2001,1.2,1,1,0,1,0,0,1,0.0,1,24,5,20.8,5,17,2,1,0,0,1,4,0,0,Matches
Amir Rrahmani,xk KVX,DF,Hellas Verona,it Serie A,25,1994,34.9,63,39,35,23,5,27,53,50.9,26,471,137,29.1,266,164,41,76,37,1,39,32,190,2,Matches
Rubén,es ESP,GK,Osasuna,es La Liga,35,1984,17.6,0,0,0,0,0,0,0,,0,1,1,100.0,1,0,0,0,0,0,0,1,1,0,Matches
Waldo Rubio,es ESP,"MF,FW",Valladolid,es La Liga,23,1995,9.8,15,9,9,3,3,7,30,23.3,23,171,40,23.4,62,72,37,12,1,0,11,8,12,0,Matches
Antonio Rüdiger,de GER,DF,Chelsea,eng Premier League,26,1993,19.0,43,24,28,13,2,13,22,59.1,9,166,64,38.6,99,64,3,27,8,0,19,13,108,2,Matches
Sebastian Rudy,de GER,MF,Hoffenheim,de Bundesliga,29,1990,30.4,76,53,39,24,13,27,65,41.5,38,459,134,29.2,157,237,65,31,7,0,24,25,51,0,Matches
Stéphane Ruffier,fr FRA,GK,Saint-Étienne,fr Ligue 1,32,1986,22.0,0,0,0,0,0,0,0,,0,1,1,100.0,1,0,0,0,0,0,0,0,1,0,Matches
Dion Ruffo Luci,it ITA,MF,Bologna,it Serie A,18,2001,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,Matches
Daniele Rugani,it ITA,DF,Juventus,it Serie A,25,1994,5.7,4,3,2,2,0,1,2,50.0,1,41,12,29.3,15,26,0,11,5,0,6,7,32,0,Matches
Mário Rui,pt POR,DF,Napoli,it Serie A,28,1991,20.3,36,25,16,13,7,12,26,46.2,14,221,77,34.8,86,85,50,41,6,1,35,22,41,0,Matches
Aitor Ruibal,es ESP,"DF,FW",Leganés,es La Liga,23,1996,13.6,30,18,16,13,1,13,42,31.0,29,284,79,27.8,94,115,75,18,2,0,16,8,15,0,Matches
Fabián Ruiz Peña,es ESP,MF,Napoli,it Serie A,23,1996,28.8,48,33,22,20,6,21,69,30.4,48,539,159,29.5,157,240,142,45,4,0,41,32,22,1,Matches
Gerónimo Rulli,ar ARG,GK,Montpellier,fr Ligue 1,27,1992,25.0,0,0,0,0,0,0,1,0.0,1,2,0,0.0,2,0,0,1,0,0,1,3,2,0,Matches
Lukas Rupp,de GER,"MF,FW",Hoffenheim,de Bundesliga,28,1991,3.8,11,3,3,7,1,5,7,71.4,2,74,18,24.3,24,37,13,8,1,0,7,5,2,0,Matches
Lukas Rupp,de GER,"FW,MF",Norwich City,eng Premier League,28,1991,7.7,13,9,7,3,3,2,15,13.3,13,192,48,25.0,80,83,29,17,1,0,16,14,4,1,Matches
Mathew Ryan,au AUS,GK,Brighton,eng Premier League,27,1992,38.0,0,0,0,0,0,0,5,0.0,5,10,4,40.0,10,0,0,0,0,0,0,2,2,4,Matches
Julian Ryerson,no NOR,DF,Union Berlin,de Bundesliga,21,1997,4.1,8,5,2,2,4,4,9,44.4,5,64,22,34.4,22,22,20,9,3,0,6,5,7,0,Matches
Frederik Rønnow,dk DEN,GK,Eint Frankfurt,de Bundesliga,26,1992,9.0,0,0,0,0,0,0,1,0.0,1,2,0,0.0,2,0,0,0,0,0,0,0,1,1,Matches
João Victor Santos Sá,br BRA,"MF,FW",Wolfsburg,de Bundesliga,25,1994,18.1,38,22,18,11,9,15,45,33.3,30,401,114,28.4,70,184,147,38,1,0,37,10,9,0,Matches
Roli Pereira de Sa,fr FRA,MF,Nantes,fr Ligue 1,22,1996,0.1,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,Matches
Youssouf Sabaly,sn SEN,DF,Bordeaux,fr Ligue 1,26,1993,10.1,24,19,13,5,6,8,21,38.1,13,149,50,33.6,62,60,27,16,2,0,14,18,33,0,Matches
Stefano Sabelli,it ITA,DF,Brescia,it Serie A,26,1993,33.2,103,59,61,36,6,47,133,35.3,86,690,182,26.4,397,235,58,89,14,1,75,54,93,0,Matches
Abdelhamid Sabiri,de GER,MF,Paderborn 07,de Bundesliga,22,1996,11.6,22,17,8,13,1,7,23,30.4,16,202,58,28.7,58,106,38,16,4,0,12,7,19,0,Matches
Marcel Sabitzer,at AUT,"MF,FW",RB Leipzig,de Bundesliga,25,1994,27.8,38,29,13,18,7,17,59,28.8,42,485,179,36.9,107,271,107,34,5,0,29,25,29,0,Matches
Ihsan Sacko,fr FRA,FW,Nice,fr Ligue 1,22,1997,1.6,1,1,1,0,0,0,0,,0,25,7,28.0,5,12,8,2,0,0,2,0,0,0,Matches
Alexis Saelemaekers,be BEL,"FW,MF",Milan,it Serie A,20,1999,6.3,12,5,3,6,3,6,20,30.0,14,111,30,27.0,32,49,30,9,0,0,9,10,1,0,Matches
Jorge Sáenz,es ESP,"DF,FW",Celta Vigo,es La Liga,22,1996,4.1,4,0,4,0,0,0,2,0.0,2,52,13,25.0,29,21,2,6,2,0,4,10,23,0,Matches
Nuri Şahin,tr TUR,MF,Werder Bremen,de Bundesliga,30,1988,13.9,31,22,13,13,5,9,37,24.3,28,272,95,34.9,113,131,28,25,8,0,17,33,44,0,Matches
Wesley Saïd,fr FRA,"MF,FW",Toulouse,fr Ligue 1,24,1995,12.9,15,12,10,4,1,2,14,14.3,12,208,47,22.6,66,90,52,15,0,0,15,12,10,0,Matches
Allan Saint-Maximin,fr FRA,"MF,FW",Newcastle Utd,eng Premier League,22,1997,20.7,17,11,11,2,4,5,25,20.0,20,251,62,24.7,75,113,63,21,3,0,18,9,6,0,Matches
Théo Sainte-Luce,fr FRA,"DF,FW",Nîmes,fr Ligue 1,20,1998,0.2,0,0,0,0,0,0,1,0.0,1,4,2,50.0,3,1,0,0,0,0,0,0,0,0,Matches
Borja Sainz,es ESP,"MF,FW",Alavés,es La Liga,18,2001,6.4,16,11,4,10,2,5,21,23.8,16,203,40,19.7,59,103,41,12,0,0,12,3,0,0,Matches
Romain Saïss,ma MAR,DF,Wolves,eng Premier League,29,1990,30.1,66,30,46,20,0,23,45,51.1,22,343,116,33.8,228,106,9,58,19,0,39,51,201,1,Matches
Bukayo Saka,eng ENG,"DF,FW",Arsenal,eng Premier League,17,2001,19.5,38,22,20,11,7,13,33,39.4,20,288,84,29.2,105,106,77,25,4,0,21,12,21,1,Matches
Hiroki Sakai,jp JPN,DF,Marseille,fr Ligue 1,29,1990,18.0,63,35,28,26,9,25,48,52.1,23,231,81,35.1,84,102,45,38,6,0,32,23,49,0,Matches
Mamadou Sakho,fr FRA,DF,Crystal Palace,eng Premier League,29,1990,10.3,12,7,10,1,1,0,5,0.0,5,53,15,28.3,34,19,0,15,5,0,10,22,53,1,Matches
Jacopo Sala,it ITA,DF,SPAL,it Serie A,27,1991,9.5,24,9,17,5,2,9,23,39.1,14,163,45,27.6,86,51,26,19,0,0,19,14,18,1,Matches
Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,27,1992,32.0,21,13,3,5,13,4,27,14.8,23,552,180,32.6,48,161,343,13,3,0,10,8,2,0,Matches
Bartosz Salamon,pl POL,DF,SPAL,it Serie A,28,1991,2.7,1,1,1,0,0,0,2,0.0,2,18,6,33.3,10,8,0,7,4,0,3,7,10,0,Matches
Eddy Salcedo,it ITA,"FW,MF",Hellas Verona,it Serie A,17,2001,7.4,3,1,2,0,1,0,4,0.0,4,120,31,25.8,16,45,59,4,0,0,4,1,2,0,Matches
William Saliba,fr FRA,DF,Saint-Étienne,fr Ligue 1,18,2001,11.0,26,19,21,5,0,6,11,54.5,5,88,39,44.3,52,32,4,17,7,0,10,22,49,1,Matches
Yannis Salibur,fr FRA,"MF,FW",Mallorca,es La Liga,28,1991,0.9,0,0,0,0,0,0,1,0.0,1,12,4,33.3,1,8,3,1,0,0,1,1,2,0,Matches
Romain Salin,fr FRA,GK,Rennes,fr Ligue 1,35,1984,4.0,0,0,0,0,0,0,1,0.0,1,1,0,0.0,1,0,0,0,0,0,0,0,0,0,Matches
Mohammed Salisu,gh GHA,DF,Valladolid,es La Liga,20,1999,30.3,52,33,40,12,0,19,38,50.0,19,235,72,30.6,168,64,3,44,28,1,16,36,243,4,Matches
Roland Sallai,hu HUN,"MF,FW",Freiburg,de Bundesliga,22,1997,12.9,22,17,9,6,7,2,18,11.1,16,199,56,28.1,54,82,63,15,2,0,13,6,5,0,Matches
Lazar Samardzic,de GER,MF,Hertha BSC,de Bundesliga,17,2002,0.4,4,3,2,1,1,1,5,20.0,4,26,7,26.9,12,8,6,2,1,0,1,0,0,0,Matches
Diadie Samassékou,ml MLI,MF,Hoffenheim,de Bundesliga,23,1996,14.6,41,30,19,15,7,10,38,26.3,28,259,83,32.0,98,128,33,36,8,0,28,41,36,0,Matches
Mbwana Samatta,tz TAN,FW,Aston Villa,eng Premier League,26,1992,10.5,9,7,1,6,2,1,9,11.1,8,173,45,26.0,7,84,82,8,1,0,7,1,6,0,Matches
Mama Samba Baldé,gw GNB,"FW,MF",Dijon,fr Ligue 1,23,1995,18.6,36,23,12,13,11,7,22,31.8,15,372,84,22.6,65,198,109,23,2,0,21,5,22,0,Matches
Junior Sambia,fr FRA,"DF,MF",Montpellier,fr Ligue 1,22,1996,6.5,14,12,8,3,3,7,17,41.2,10,121,34,28.1,44,55,22,8,1,0,7,7,13,0,Matches
Frédéric Sammaritano,fr FRA,"MF,FW",Dijon,fr Ligue 1,33,1986,5.8,12,7,4,7,1,3,11,27.3,8,88,24,27.3,34,36,18,8,1,0,7,2,0,0,Matches
Fede San Emeterio,es ESP,MF,Valladolid,es La Liga,22,1997,19.5,27,17,13,13,1,9,46,19.6,37,401,108,26.9,163,204,34,32,7,0,25,28,25,0,Matches
Mikel San José,es ESP,MF,Athletic Club,es La Liga,30,1989,4.0,8,7,3,2,3,1,11,9.1,10,70,21,30.0,24,35,11,6,1,0,5,11,17,0,Matches
Antonio Sanabria,py PAR,FW,Genoa,it Serie A,23,1996,14.7,13,10,3,6,4,3,11,27.3,8,307,80,26.1,35,146,126,12,1,0,11,3,13,0,Matches
Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,19,2000,8.2,8,6,3,4,1,1,10,10.0,9,212,52,24.5,32,114,66,7,0,0,7,2,3,0,Matches
Renato Sanches,pt POR,MF,Bayern Munich,de Bundesliga,21,1997,0.1,0,0,0,0,0,0,0,,0,1,1,100.0,0,1,0,0,0,0,0,0,0,0,Matches
Renato Sanches,pt POR,"MF,FW",Lille,fr Ligue 1,21,1997,16.5,32,25,12,15,5,13,48,27.1,35,413,126,30.5,93,227,93,25,2,0,23,14,14,1,Matches
Alexis Sánchez,cl CHI,FW,Inter,it Serie A,30,1988,9.4,9,8,1,5,3,2,11,18.2,9,193,57,29.5,11,85,97,8,2,0,6,2,1,0,Matches
Carlos Sánchez,co COL,"MF,DF",West Ham,eng Premier League,33,1986,1.3,2,1,0,2,0,1,1,100.0,0,26,6,23.1,6,18,2,2,0,0,2,2,5,0,Matches
Davinson Sánchez,co COL,DF,Tottenham,eng Premier League,23,1996,27.0,49,36,37,12,0,17,52,32.7,35,278,105,37.8,189,83,6,56,29,0,27,34,160,2,Matches
Germán Sánchez,es ESP,DF,Granada,es La Liga,32,1986,25.5,20,12,16,4,0,6,18,33.3,12,113,33,29.2,64,46,3,45,23,0,22,32,161,2,Matches
Javi Sánchez,es ESP,DF,Valladolid,es La Liga,22,1997,5.5,10,6,7,3,0,4,7,57.1,3,39,14,35.9,20,18,1,9,2,0,7,5,29,0,Matches
Manuel Sánchez,es ESP,DF,Atlético Madrid,es La Liga,18,2000,3.6,14,6,2,7,5,6,12,50.0,6,69,19,27.5,27,27,15,4,0,0,4,7,6,0,Matches
Víctor Sánchez,es ESP,"MF,DF",Espanyol,es La Liga,31,1987,18.8,63,35,35,20,8,32,74,43.2,42,482,130,27.0,149,273,60,31,9,0,22,28,32,2,Matches
Jadon Sancho,eng ENG,"FW,MF",Dortmund,de Bundesliga,19,2000,25.4,17,14,5,8,4,7,23,30.4,16,412,131,31.8,66,187,159,21,0,0,21,15,3,0,Matches
Alex Sandro,br BRA,DF,Juventus,it Serie A,28,1991,25.5,42,25,22,13,7,12,34,35.3,22,289,81,28.0,116,118,55,47,6,1,41,42,57,2,Matches
Leroy Sané,de GER,FW,Manchester City,eng Premier League,23,1996,0.1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,Matches
Salif Sané,sn SEN,DF,Schalke 04,de Bundesliga,28,1990,12.5,20,14,16,4,0,13,25,52.0,12,115,37,32.2,63,45,7,19,8,0,11,24,82,1,Matches
Luca Sangalli,es ESP,MF,Real Sociedad,es La Liga,24,1995,4.1,1,1,0,0,1,1,9,11.1,8,59,17,28.8,11,30,18,1,0,0,1,1,0,0,Matches
Ibrahim Sangaré,ci CIV,MF,Toulouse,fr Ligue 1,21,1997,24.2,86,68,42,40,4,27,71,38.0,44,563,183,32.5,234,271,58,45,12,0,33,37,65,2,Matches
Oier Sanjurjo,es ESP,MF,Osasuna,es La Liga,33,1986,25.8,69,41,31,30,8,24,57,42.1,33,510,164,32.2,138,304,68,50,8,0,42,34,71,1,Matches
Yaya Sanogo,fr FRA,FW,Toulouse,fr Ligue 1,26,1993,10.1,5,2,1,2,2,2,5,40.0,3,209,56,26.8,4,102,103,9,4,0,5,7,12,0,Matches
Morgan Sanson,fr FRA,MF,Marseille,fr Ligue 1,24,1994,24.1,64,44,26,31,7,12,56,21.4,44,719,200,27.8,147,402,170,42,5,0,37,24,4,0,Matches
Nicola Sansone,it ITA,"FW,MF",Bologna,it Serie A,27,1991,23.7,31,19,11,14,6,13,55,23.6,42,434,117,27.0,113,198,123,23,0,0,23,9,10,0,Matches
Baptiste Santamaria,fr FRA,MF,Angers,fr Ligue 1,24,1995,27.8,93,58,38,45,10,31,99,31.3,68,632,210,33.2,230,346,56,39,5,0,34,40,64,1,Matches
Federico Santander,py PAR,FW,Bologna,it Serie A,28,1991,8.1,9,6,2,1,6,2,4,50.0,2,155,52,33.5,9,50,96,11,2,0,9,6,10,0,Matches
Davide Santon,it ITA,DF,Roma,it Serie A,28,1991,6.5,12,8,5,6,1,4,12,33.3,8,97,33,34.0,44,38,15,15,2,0,13,9,13,0,Matches
Samir Santos,br BRA,DF,Udinese,it Serie A,24,1994,15.2,43,27,29,11,3,13,27,48.1,14,200,76,38.0,133,55,12,25,8,0,17,32,71,1,Matches
Riccardo Saponara,it ITA,"MF,FW",Genoa,it Serie A,27,1991,1.9,4,3,3,1,0,0,3,0.0,3,30,5,16.7,11,16,3,1,1,0,0,0,2,0,Matches
Riccardo Saponara,it ITA,"MF,FW",Lecce,it Serie A,27,1991,9.4,10,7,2,7,1,4,13,30.8,9,113,25,22.1,30,52,31,5,0,0,5,5,2,0,Matches
Ivan Šaponjić,rs SRB,"FW,DF",Atlético Madrid,es La Liga,21,1997,0.1,0,0,0,0,0,0,0,,0,2,1,50.0,0,1,1,0,0,0,0,0,0,0,Matches
Pablo Sarabia,es ESP,"FW,MF",Paris S-G,fr Ligue 1,27,1992,12.9,18,10,5,7,6,6,33,18.2,27,260,70,26.9,40,117,103,12,1,0,11,10,7,0,Matches
Marcelo Saracchi,uy URU,DF,RB Leipzig,de Bundesliga,21,1998,2.0,6,3,2,3,1,3,5,60.0,2,37,13,35.1,19,15,3,3,1,0,2,1,5,0,Matches
Josh Sargent,us USA,FW,Werder Bremen,de Bundesliga,19,2000,15.7,15,13,4,3,8,5,18,27.8,13,369,101,27.4,56,176,137,26,3,1,23,12,26,0,Matches
Bouna Sarr,gn GUI,"DF,FW",Marseille,fr Ligue 1,27,1992,24.0,58,30,36,13,9,28,52,53.8,24,337,95,28.2,112,127,98,29,1,0,28,33,48,0,Matches
Ismaila Sarr,sn SEN,"FW,MF",Watford,eng Premier League,21,1998,22.5,25,19,13,5,7,5,22,22.7,17,423,102,24.1,108,182,133,20,3,0,17,15,6,0,Matches
Malang Sarr,fr FRA,DF,Nice,fr Ligue 1,20,1999,16.2,20,7,16,3,1,6,28,21.4,22,119,35,29.4,74,38,7,23,6,0,17,34,43,1,Matches
Sidy Sarr,sn SEN,MF,Nîmes,fr Ligue 1,23,1996,12.9,39,27,18,19,2,19,44,43.2,25,220,62,28.2,77,119,24,19,3,0,16,13,34,0,Matches
Joan Sastre Vanrell,es ESP,DF,Mallorca,es La Liga,22,1997,15.1,25,17,22,1,2,14,38,36.8,24,182,42,23.1,108,51,23,16,1,0,15,22,39,1,Matches
Téji Savanier,fr FRA,MF,Montpellier,fr Ligue 1,27,1991,16.9,59,37,22,30,7,30,81,37.0,51,361,107,29.6,114,203,44,16,0,0,16,32,23,0,Matches
Stefan Savić,me MNE,DF,Atlético Madrid,es La Liga,28,1991,22.0,16,8,12,3,1,6,15,40.0,9,95,41,43.2,56,39,0,26,11,0,15,24,135,0,Matches
Fabian Schär,ch SUI,"DF,MF",Newcastle Utd,eng Premier League,27,1991,18.6,49,27,35,12,2,22,48,45.8,26,225,60,26.7,149,68,8,44,21,1,23,51,104,2,Matches
Louis Schaub,at AUT,MF,Köln,de Bundesliga,24,1994,6.9,14,9,4,7,3,6,12,50.0,6,172,38,22.1,38,73,61,13,1,0,12,3,1,0,Matches
Ezequiel Schelotto,it ITA,DF,Brighton,eng Premier League,30,1989,4.0,6,5,4,1,1,0,5,0.0,5,47,14,29.8,26,14,7,7,0,0,7,7,17,0,Matches
Patrik Schick,cz CZE,FW,RB Leipzig,de Bundesliga,23,1996,14.4,7,4,1,5,1,1,12,8.3,11,243,60,24.7,16,103,124,14,4,0,10,0,13,0,Matches
Julian Schieber,de GER,FW,Augsburg,de Bundesliga,30,1989,0.5,1,1,0,1,0,0,0,,0,18,2,11.1,0,11,7,0,0,0,0,0,0,0,Matches
Kingsley Schindler,de GER,"FW,MF",Köln,de Bundesliga,26,1993,9.4,5,4,2,3,0,2,8,25.0,6,205,38,18.5,57,98,50,18,1,0,17,6,17,0,Matches
Xaver Schlager,at AUT,MF,Wolfsburg,de Bundesliga,21,1997,19.1,56,44,16,33,7,20,53,37.7,33,462,155,33.5,107,279,76,32,3,0,29,18,20,0,Matches
Keven Schlotterbeck,de GER,DF,Union Berlin,de Bundesliga,22,1997,21.5,61,38,43,16,2,17,38,44.7,21,253,92,36.4,165,85,3,70,24,0,46,39,151,1,Matches
Nico Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,19,1999,4.1,8,5,4,4,0,2,6,33.3,4,37,10,27.0,24,10,3,7,5,0,2,4,32,0,Matches
Jeffrey Schlupp,gh GHA,"MF,DF",Crystal Palace,eng Premier League,26,1992,11.5,20,6,12,8,0,3,13,23.1,10,149,36,24.2,55,71,23,25,3,0,22,13,15,0,Matches
Kasper Schmeichel,dk DEN,GK,Leicester City,eng Premier League,32,1986,38.0,0,0,0,0,0,0,1,0.0,1,5,2,40.0,5,0,0,0,0,0,0,0,0,1,Matches
Marcel Schmelzer,de GER,DF,Dortmund,de Bundesliga,31,1988,0.7,0,0,0,0,0,0,0,,0,13,4,30.8,4,6,3,0,0,0,0,1,2,0,Matches
Jonathan Schmid,fr FRA,DF,Freiburg,de Bundesliga,29,1990,31.5,47,31,22,17,8,19,38,50.0,19,322,82,25.5,149,120,53,60,9,0,51,38,90,0,Matches
Manuel Schmiedebach,de GER,MF,Union Berlin,de Bundesliga,30,1988,2.0,3,2,1,2,0,2,8,25.0,6,58,17,29.3,18,35,5,2,1,0,1,2,2,0,Matches
Benno Schmitz,de GER,DF,Köln,de Bundesliga,24,1994,12.9,31,14,13,14,4,15,33,45.5,18,206,70,34.0,90,87,29,23,1,0,22,18,39,0,Matches
Morgan Schneiderlin,fr FRA,MF,Everton,eng Premier League,29,1989,11.1,32,19,14,16,2,9,34,26.5,25,230,58,25.2,89,122,19,22,3,0,19,21,24,0,Matches
Lasse Schöne,dk DEN,MF,Genoa,it Serie A,33,1986,26.2,45,27,12,31,2,15,49,30.6,34,476,136,28.6,151,246,79,37,7,1,30,34,24,2,Matches
Sebastian Schonlau,de GER,DF,Paderborn 07,de Bundesliga,24,1994,23.0,66,35,52,14,0,34,67,50.7,33,228,74,32.5,156,68,4,54,22,0,32,40,168,0,Matches
Alessandro Schöpf,at AUT,MF,Schalke 04,de Bundesliga,25,1994,15.9,31,22,9,11,11,9,30,30.0,21,301,99,32.9,81,145,75,24,1,0,23,24,9,0,Matches
Jerdy Schouten,nl NED,MF,Bologna,it Serie A,22,1997,10.9,24,19,11,12,1,5,20,25.0,15,216,65,30.1,88,107,21,23,6,0,17,26,28,0,Matches
Markus Schubert,de GER,GK,Schalke 04,de Bundesliga,21,1998,8.2,0,0,0,0,0,0,1,0.0,1,3,0,0.0,3,0,0,1,0,0,1,0,2,1,Matches
Nico Schulz,de GER,DF,Dortmund,de Bundesliga,26,1993,6.6,15,8,3,9,3,8,18,44.4,10,74,26,35.1,24,38,12,12,3,0,9,7,11,0,Matches
Alexander Schwolow,de GER,GK,Freiburg,de Bundesliga,27,1992,23.2,0,0,0,0,0,0,0,,0,0,0,,0,0,0,2,0,0,2,1,1,1,Matches
Matteo Scozzarella,it ITA,MF,Parma,it Serie A,31,1988,10.2,22,15,11,9,2,10,29,34.5,19,171,39,22.8,83,73,15,28,13,0,15,28,34,0,Matches
Aleksandar Sedlar,rs SRB,DF,Mallorca,es La Liga,27,1991,9.0,16,8,11,4,1,6,14,42.9,8,87,25,28.7,65,22,0,24,11,0,13,19,36,0,Matches
Davie Selke,de GER,FW,Hertha BSC,de Bundesliga,24,1995,10.7,4,3,2,1,1,2,7,28.6,5,190,44,23.2,14,98,78,7,1,0,6,2,12,0,Matches
Davie Selke,de GER,FW,Werder Bremen,de Bundesliga,24,1995,5.1,4,3,1,2,1,1,5,20.0,4,117,31,26.5,5,67,45,3,0,0,3,0,2,0,Matches
Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,27,1992,27.0,0,0,0,0,0,0,2,0.0,2,1,0,0.0,1,0,0,0,0,0,0,1,1,0,Matches
Ken Sema,se SWE,DF,Udinese,it Serie A,25,1993,25.3,44,25,36,7,1,26,60,43.3,34,384,102,26.6,206,117,61,41,8,0,33,17,40,1,Matches
Nélson Semedo,pt POR,DF,Barcelona,es La Liga,25,1993,23.3,54,37,28,18,8,17,35,48.6,18,295,84,28.5,114,125,56,42,4,0,38,24,31,0,Matches
Alessandro Semprini,it ITA,DF,Brescia,it Serie A,21,1998,6.5,9,2,6,3,0,5,8,62.5,3,75,15,20.0,38,23,14,17,2,1,15,9,14,0,Matches
Josep Señé,es ESP,MF,Mallorca,es La Liga,27,1991,1.7,3,1,2,0,1,3,5,60.0,2,40,12,30.0,17,16,7,2,0,0,2,1,2,0,Matches
Stefano Sensi,it ITA,"MF,FW",Inter,it Serie A,23,1995,8.0,15,11,7,7,1,7,26,26.9,19,181,51,28.2,48,68,65,18,1,0,17,9,3,0,Matches
Luigi Sepe,it ITA,GK,Parma,it Serie A,28,1991,32.0,1,0,1,0,0,1,2,50.0,1,5,1,20.0,5,0,0,0,0,0,0,0,0,1,Matches
Suat Serdar,de GER,MF,Schalke 04,de Bundesliga,22,1997,17.8,64,46,20,32,12,16,63,25.4,47,413,131,31.7,120,217,76,38,8,0,30,27,11,0,Matches
Ryan Sessegnon,eng ENG,DF,Tottenham,eng Premier League,19,2000,3.8,5,0,2,3,0,2,5,40.0,3,51,11,21.6,21,19,11,4,0,0,4,1,15,0,Matches
Salva Sevilla,es ESP,MF,Mallorca,es La Liga,35,1984,28.5,31,20,13,14,4,14,39,35.9,25,346,92,26.6,129,181,36,25,6,1,19,29,23,1,Matches
Yevhen Shakhov,ua UKR,"MF,FW",Lecce,it Serie A,28,1990,10.7,32,21,15,13,4,7,23,30.4,16,271,67,24.7,74,132,65,14,3,0,11,11,10,1,Matches
Xherdan Shaqiri,ch SUI,FW,Liverpool,eng Premier League,27,1991,2.1,1,0,0,1,0,0,0,,0,39,12,30.8,11,13,15,1,0,0,1,0,0,0,Matches
Billy Sharp,eng ENG,FW,Sheffield Utd,eng Premier League,33,1986,11.7,9,5,3,2,4,1,4,25.0,3,217,55,25.3,16,91,110,4,0,0,4,1,1,0,Matches
Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,24,1995,19.3,34,24,18,10,6,15,35,42.9,20,274,78,28.5,120,118,36,53,7,0,46,22,58,0,Matches
Khiry Shelton,us USA,"FW,MF",Paderborn 07,de Bundesliga,26,1993,0.4,0,0,0,0,0,0,0,,0,12,5,41.7,1,5,6,0,0,0,0,0,0,0,Matches
Jonjo Shelvey,eng ENG,MF,Newcastle Utd,eng Premier League,27,1992,23.5,30,16,15,14,1,8,41,19.5,33,392,88,22.4,173,189,30,26,5,0,21,22,54,0,Matches
Gen Shoji,jp JPN,DF,Toulouse,fr Ligue 1,26,1992,0.5,1,1,1,0,0,1,1,100.0,0,1,1,100.0,1,0,0,0,0,0,0,0,2,0,Matches
Djibril Sidibé,fr FRA,DF,Everton,eng Premier League,27,1992,20.3,85,40,48,21,16,34,72,47.2,38,391,113,28.9,199,130,62,37,3,0,34,41,49,0,Matches
Kalidou Sidibé,fr FRA,MF,Toulouse,fr Ligue 1,20,1999,1.0,3,2,0,3,0,1,2,50.0,1,14,2,14.3,6,6,2,0,0,0,0,1,0,0,Matches
Sidnei,br BRA,DF,Betis,es La Liga,29,1989,13.1,20,13,16,4,0,5,9,55.6,4,128,53,41.4,77,48,3,23,12,0,11,23,72,0,Matches
Theoson Siebatcheu,fr FRA,FW,Rennes,fr Ligue 1,23,1996,4.9,6,5,1,3,2,1,2,50.0,1,105,23,21.9,12,53,40,6,1,0,5,1,3,0,Matches
Kaj Sierhuis,nl NED,FW,Reims,fr Ligue 1,21,1998,0.1,0,0,0,0,0,0,0,,0,2,0,0.0,0,1,1,0,0,0,0,0,0,0,Matches
Gylfi Sigurðsson,is ISL,MF,Everton,eng Premier League,29,1989,28.4,60,45,15,31,14,24,88,27.3,64,654,166,25.4,160,348,146,50,5,0,45,36,16,1,Matches
Luca Siligardi,it ITA,"FW,MF",Parma,it Serie A,31,1988,3.2,6,3,3,2,1,5,7,71.4,2,57,16,28.1,15,28,14,6,0,0,6,3,1,0,Matches
Adrien Silva,pt POR,MF,Monaco,fr Ligue 1,30,1989,13.6,38,28,16,18,4,8,43,18.6,35,349,116,33.2,100,209,40,26,8,0,18,12,17,2,Matches
André Silva,pt POR,FW,Milan,it Serie A,23,1995,0.7,3,1,0,1,2,0,1,0.0,1,15,2,13.3,0,3,12,0,0,0,0,0,0,0,Matches
